ID,DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,PromClass_Dummy_Platinum,PromClass_Dummy_Gold,PromClass_Dummy_Silver,DemAffl_M,DemAge_M,PromTime_M,DemClusterGroup_M,DemGender_M,DemReg_M,DemTVReg_M,RND
9597727,12,61,B,U,North,N West,Silver,4872,8,0,0,0,1,0,0,0,0,0,0,0,0.4475331099
9598375,6,38,C,U,North,N West,Tin,0.01,5,1,0,0,0,0,0,0,0,1,0,0,0.4525907754
9602151,2,53,B,F,North,N West,Silver,3052.66,7,0,0,0,1,0,0,0,0,0,0,0,0.1909517498
9603220,12,66,B,F,South East,London,Tin,0.01,31,0,0,0,0,0,0,0,0,0,0,0,0.4508979053
9607730,6,68,C,M,South East,S & S East,Silver,1600,9,0,0,0,1,0,0,0,0,0,0,0,0.5105271626
9608788,9,48,F,M,Midlands,East,Silver,420,4,0,0,0,1,0,0,0,0,0,0,0,0.0768550621
9608915,8,55,B,F,North,N East,Silver,2000,6,0,0,0,1,0,0,0,0,0,0,0,0.3016959649
9609903,7,66,C,M,South West,S West,Gold,20000,4,0,0,1,0,0,0,0,0,0,0,0,0.403662217
9609989,7,69,C,F,Midlands,East,Gold,13025,4,0,0,1,0,0,0,0,0,0,0,0,0.2004492773
9610847,9,50,C,F,South East,S & S East,Platinum,25000,13,0,1,0,0,0,0,0,0,0,0,0,0.5727804264
9614613,8,51,D,M,South West,S West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.3262441588
9615083,12,52,B,F,South East,London,Silver,4000,5,0,0,0,1,0,0,0,0,0,0,0,0.5277741791
9618562,9,54,F,F,Midlands,East,Tin,0.01,5,1,0,0,0,0,1,0,0,0,0,0,0.5441252061
9621091,5,44,A,F,South East,S & S East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.5077674219
9624562,6,64,C,F,Midlands,Midlands,Gold,12315,29,0,0,1,0,0,0,0,0,0,0,0,0.4685670698
9626786,8,54,D,F,South East,London,Silver,300.01,9,1,0,0,1,0,0,0,0,0,0,0,0.453272301
9628126,17,55,B,M,North,N West,Silver,3000,2,1,0,0,1,0,0,0,0,0,0,0,0.0514934082
9629335,10,68,F,U,Midlands,Midlands,Silver,1250,13,0,0,0,1,0,0,0,0,1,0,0,0.54406238
9630546,6,73,D,F,South East,London,Silver,3026.68,7,0,0,0,1,0,0,0,0,0,0,0,0.3473914621
9636129,14,58,E,F,Midlands,Midlands,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.3874104323
9638083,5,33,B,F,South East,S & S East,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.3213825791
9639713,6,27,E,U,Scottish,C Scotland,Silver,840,6,0,0,0,1,0,0,0,0,0,0,0,0.1499328437
9639810,8,42,D,M,Midlands,Midlands,Silver,0.02,5,0,0,0,1,1,0,0,0,0,0,0,0.3438198414
9640363,5,66,A,F,Midlands,Midlands,Gold,6000,2,1,0,1,0,0,0,0,0,0,0,0,0.368057497
9644369,9,49,A,U,South East,London,Silver,2000,9,0,0,0,1,0,0,0,0,1,0,0,0.3799869429
9645012,4,45,A,U,South East,London,Tin,0.01,8,0,0,0,0,0,0,0,0,1,0,0,0.3954369488
9646655,3,45,F,F,Unknown,Unknown,Tin,0.01,5,0,0,0,0,0,0,0,0,0,1,1,0.4024326575
9646825,9,51,E,F,Midlands,Midlands,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,0.1182994531
9648127,9,45,C,F,South East,S & S East,Silver,50,2,0,0,0,1,0,0,0,0,0,0,0,0.0927410019
9650024,5,75,D,F,North,N East,Silver,1100,4,0,0,0,1,0,0,0,0,0,0,0,0.040001974
9651357,9,60,F,F,South East,S & S East,Silver,1560.22,8,0,0,0,1,0,0,0,0,0,0,0,0.4424762909
9651845,7,54,C,M,Midlands,East,Gold,6053.35,7,0,0,1,0,0,1,0,0,0,0,0,0.2632124295
9653716,12,54,B,M,Scottish,N Scot,Gold,20000,6,0,0,1,0,0,0,0,0,0,0,0,0.5819855885
9656774,16,57,C,M,Midlands,East,Silver,1000,4,0,0,0,1,0,0,0,0,0,0,0,0.3839198828
9658718,7,62,E,F,Midlands,Midlands,Platinum,25457.45,7,0,1,0,0,0,0,0,0,0,0,0,0.2029988809
9658831,7,74,F,U,Midlands,Midlands,Silver,5000,2,0,0,0,1,0,0,0,0,0,0,0,0.5538724812
9661352,6,52,E,F,South East,London,Gold,12000,8,0,0,1,0,0,0,0,0,0,0,0,0.1050160383
9662448,4,54,D,F,South East,London,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.3628523789
9663215,10,54,F,M,North,Yorkshire,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.4236002222
9664378,8,31,F,F,North,N West,Silver,116.85,10,0,0,0,1,0,0,0,0,0,0,0,0.4697389093
9665889,6,50,B,F,Midlands,Midlands,Platinum,34895.94,9,0,1,0,0,0,0,0,0,0,0,0,0.0034831874
9668039,8,48,F,U,Midlands,East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.2989752592
9672176,14,36,F,M,Midlands,East,Tin,0.01,11,1,0,0,0,0,0,0,0,0,0,0,0.3834635599
9674454,12,51,C,M,South East,London,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.0079587991
9675507,8,76,F,M,Midlands,East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.5438810068
9675795,9,33,B,F,Midlands,Midlands,Gold,12000,2,1,0,1,0,0,0,0,0,0,0,0,0.5466767487
9678956,6,71,E,U,Midlands,Midlands,Tin,0.01,8,0,0,0,0,0,0,0,0,1,0,0,0.0049135298
9679448,8,71,F,U,South East,London,Silver,3000,3,0,0,0,1,0,0,0,0,0,0,0,0.1720558257
9680071,12,45,F,U,North,N West,Gold,6000,4,0,0,1,0,0,0,0,0,1,0,0,0.3531537495
9680500,7,42,D,U,Scottish,Border,Gold,6000,3,0,0,1,0,0,0,0,0,1,0,0,0.1261706385
9681035,9,64,B,F,South East,S & S East,Gold,9000.01,8,0,0,1,0,0,0,0,0,0,0,0,0.1713854187
9683135,15,55,C,F,South East,S & S East,Gold,6000,2,1,0,1,0,0,0,0,0,0,0,0,0.0433123177
9686223,7,53,E,M,North,Yorkshire,Silver,1700,9,0,0,0,1,0,0,0,0,0,0,0,0.2441337669
9686843,8,61,E,F,South East,London,Gold,6053.35,5,0,0,1,0,0,0,0,0,0,0,0,0.0846870807
9688285,12,61,D,U,Midlands,East,Gold,10000,4,0,0,1,0,0,0,0,0,1,0,0,0.178592647
9689710,7,50,B,F,South East,S & S East,Gold,6000,5,1,0,1,0,0,0,0,0,0,0,0,0.5639087672
9690972,6,50,U,M,North,N West,Tin,0.01,5,0,0,0,0,0,0,0,1,0,0,0,0.2178638648
9691650,16,60,D,F,Midlands,East,Silver,5000,1,1,0,0,1,0,0,0,0,0,0,0,0.046129378
9705260,8,35,C,F,South West,S West,Tin,0.01,9,1,0,0,0,1,0,0,0,0,0,0,0.3948891314
9710035,7,69,E,F,South East,S & S East,Gold,6053.35,7,0,0,1,0,0,0,0,0,0,0,0,0.2097110661
9710302,10,57,D,F,South East,London,Gold,10000,2,1,0,1,0,0,0,0,0,0,0,0,0.0037593637
9711163,6,33,F,F,Scottish,C Scotland,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0567105343
9711538,6,67,F,F,Midlands,East,Silver,1000,8,0,0,0,1,0,0,0,0,0,0,0,0.3928399637
9713123,9,37,F,M,South East,S & S East,Silver,3500,2,1,0,0,1,0,0,0,0,0,0,0,0.1267545615
9713433,5,71,F,F,South East,London,Gold,12000,2,0,0,1,0,0,0,0,0,0,0,0,0.2572531962
9715061,10,54,F,M,Midlands,Wales & West,Gold,17500,4,0,0,1,0,0,1,0,0,0,0,0,0.2205205109
9717153,9,72,U,F,Midlands,Ulster,Silver,3200,18,0,0,0,1,0,0,0,1,0,0,0,0.0553390435
9718753,4,69,F,U,Scottish,Border,Gold,6000,1,0,0,1,0,0,0,0,0,1,0,0,0.2105652365
9720235,10,53,F,F,Midlands,Midlands,Silver,1000,2,0,0,0,1,0,0,0,0,0,0,0,0.5783834311
9721517,7,55,A,F,South West,S West,Silver,3000,4,0,0,0,1,0,0,0,0,0,0,0,0.1565147313
9721886,4,36,A,F,South East,London,Tin,0.01,9,1,0,0,0,0,0,0,0,0,0,0,0.0471196696
9723986,14,25,A,F,South East,London,Silver,1500,5,1,0,0,1,0,0,0,0,0,0,0,0.4231801794
9726004,5,71,C,F,South East,London,Gold,8250,8,0,0,1,0,0,0,0,0,0,0,0,0.2029477177
9726403,15,58,F,F,South East,London,Gold,6000,6,1,0,1,0,0,0,0,0,0,0,0,0.3464009903
9727957,10,74,F,F,South East,S & S East,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,0.5176500192
9731547,7,54,A,U,Midlands,Midlands,Tin,0.01,9,1,0,0,0,0,1,0,0,1,0,0,0.1513036304
9732314,4,65,E,U,South East,London,Silver,250,19,0,0,0,1,0,0,0,0,0,0,0,0.4290330137
9732462,8,71,C,U,Midlands,Wales & West,Silver,1500,4,0,0,0,1,0,0,0,0,1,0,0,0.5131787488
9734589,11,39,C,F,South East,London,Silver,5000,1,1,0,0,1,0,0,0,0,0,0,0,0.3297277323
9735127,9,75,A,F,South East,London,Silver,3000,9,0,0,0,1,0,0,0,0,0,0,0,0.1607198208
9738266,11,31,F,M,South East,London,Gold,12000,2,1,0,1,0,0,0,0,0,0,0,0,0.2437415012
9739874,7,67,B,M,South East,London,Gold,12000,13,0,0,1,0,0,0,0,0,0,0,0,0.1687302898
9742921,14,37,C,F,South East,S & S East,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.5803318767
9744916,5,59,E,F,South East,London,Gold,7500,4,0,0,1,0,0,0,0,0,0,0,0,0.2954219241
9749292,15,39,D,F,South East,London,Tin,0.01,7,1,0,0,0,0,0,0,0,0,0,0,0.3551561662
9749462,6,76,B,M,Midlands,Wales & West,Gold,6000,6,0,0,1,0,0,0,0,0,0,0,0,0.2155290196
9750746,10,63,D,F,South East,London,Silver,1000,9,1,0,0,1,0,0,0,0,0,0,0,0.2495320049
9753001,8,78,A,U,North,Yorkshire,Silver,4884.25,8,0,0,0,1,1,0,0,0,0,0,0,0.5634625277
9753826,7,77,D,F,North,N West,Gold,5037.5,5,0,0,1,0,0,0,0,0,0,0,0,0.3744903427
9755721,10,69,C,F,Scottish,C Scotland,Silver,3150,19,0,0,0,1,0,0,0,0,0,0,0,0.3009795301
9756531,8,49,F,F,Midlands,Wales & West,Silver,3000,9,0,0,0,1,0,0,0,0,0,0,0,0.5711887216
9757600,9,56,D,F,North,Yorkshire,Gold,15000,3,0,0,1,0,0,0,0,0,0,0,0,0.0834841677
9759441,8,54,C,F,Midlands,Wales & West,Gold,11700,8,1,0,1,0,1,1,0,0,0,0,0,0.2095757514
9761586,9,41,F,U,North,N East,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.4704450464
9762450,8,60,E,F,Midlands,East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.4402094197
9765204,7,60,B,F,North,N West,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,0.0739998105
9771530,4,50,C,F,North,Yorkshire,Gold,5553.82,6,0,0,1,0,0,0,0,0,0,0,0,0.086285987
9772200,15,31,F,M,North,N East,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.2823979665
9772715,4,48,B,U,Midlands,Midlands,Silver,0.02,8,0,0,0,1,0,0,0,0,1,0,0,0.4301863231
9774874,9,33,U,U,Midlands,Midlands,Silver,1000,4,0,0,0,1,0,0,0,1,0,0,0,0.3037199873
9777059,7,39,B,F,South East,London,Gold,6000,11,0,0,1,0,0,0,0,0,0,0,0,0.3863352027
9778500,8,60,C,M,South East,London,Silver,2000,5,0,0,0,1,0,0,0,0,0,0,0,0.1579062045
9782672,16,54,D,U,North,N West,Tin,0.01,5,1,0,0,0,0,1,0,0,1,0,0,0.3840737624
9783148,11,60,D,U,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.2503142544
9786759,9,33,A,U,South East,S & S East,Tin,0.01,7,1,0,0,0,0,0,0,0,1,0,0,0.0470738691
9786910,11,49,D,F,Midlands,Midlands,Silver,1000,5,0,0,0,1,0,0,0,0,0,0,0,0.509688894
9788204,10,40,E,M,South East,S & S East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.3774635984
9788409,2,35,C,M,Midlands,East,Silver,3000,5,0,0,0,1,0,0,0,0,0,0,0,0.4822179654
9788565,9,65,B,M,North,N West,Silver,3000,8,0,0,0,1,0,0,0,0,0,0,0,0.0597991422
9788891,19,40,E,F,South West,S West,Gold,6000,1,1,0,1,0,0,0,0,0,0,0,0,0.1033887789
9789626,8,36,E,F,South East,London,Silver,500,8,0,0,0,1,0,0,0,0,0,0,0,0.258095733
9791655,5,70,F,F,Midlands,East,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,0.2343936992
9792783,8,77,A,M,Scottish,C Scotland,Gold,18194.13,18,1,0,1,0,1,0,0,0,0,0,0,0.5317052289
9794468,4,77,B,M,South East,London,Gold,6000,2,1,0,1,0,0,0,0,0,0,0,0,0.5196752965
9795022,6,52,E,U,South West,S West,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.3234923861
9795812,9,68,F,F,South East,London,Gold,6000,25,0,0,1,0,0,0,0,0,0,0,0,0.1221810217
9796673,8,58,D,M,North,N West,Gold,7053.34,6,0,0,1,0,0,0,0,0,0,0,0,0.0145627325
9796983,11,54,E,M,South East,London,Tin,0.01,9,0,0,0,0,0,1,0,0,0,0,0,0.5249618839
9797661,8,38,B,F,South East,S & S East,Silver,72.5,3,0,0,0,1,0,0,0,0,0,0,0,0.4839226191
9798641,10,62,C,F,Midlands,East,Silver,3000,7,0,0,0,1,0,0,0,0,0,0,0,0.4985479263
9801154,9,64,D,F,North,N East,Silver,1000,9,1,0,0,1,0,0,0,0,0,0,0,0.3861922619
9801995,4,65,F,F,Midlands,Midlands,Gold,6053.35,7,0,0,1,0,0,0,0,0,0,0,0,0.4925859112
9803203,5,57,U,M,South East,London,Gold,6000,4,0,0,1,0,0,0,0,0,0,0,0,0.5671122049
9803572,5,58,B,F,South East,London,Silver,3000,7,0,0,0,1,0,0,0,0,0,0,0,0.5368285354
9805974,10,59,B,F,South East,S & S East,Gold,18000,3,0,0,1,0,0,0,0,0,0,0,0,0.0342292572
9806180,8,50,C,U,Midlands,East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0785201476
9806288,6,58,C,M,North,N West,Gold,6000,6,0,0,1,0,0,0,0,0,0,0,0,0.1009618277
9806571,6,27,F,F,North,N East,Silver,920,9,1,0,0,1,0,0,0,0,0,0,0,0.3081193936
9806997,5,64,C,U,South East,S & S East,Gold,6000,25,0,0,1,0,0,0,0,0,1,0,0,0.5640024313
9810870,11,49,U,M,Scottish,N Scot,Tin,0.01,7,0,0,0,0,0,0,0,1,0,0,0,0.2144325763
9811753,10,46,D,M,South East,London,Silver,350,11,0,0,0,1,0,0,0,0,0,0,0,0.1954859287
9812121,7,54,F,F,Scottish,C Scotland,Silver,600,16,0,0,0,1,0,1,0,0,0,0,0,0.1801921861
9812822,5,75,B,F,South East,London,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,0.0318464749
9813233,13,54,E,F,Scottish,C Scotland,Tin,0.01,5,0,0,0,0,0,1,0,0,0,0,0,0.1982165716
9816372,11,46,C,F,Midlands,Midlands,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.3271918825
9816631,5,58,E,F,South East,London,Gold,14000,4,0,0,1,0,0,0,0,0,0,0,0,0.2340900308
9817433,10,69,A,F,Midlands,Midlands,Silver,240,35,1,0,0,1,0,0,0,0,0,0,0,0.585634297
9817913,8,54,E,M,South East,London,Gold,6000,16,0,0,1,0,1,1,0,0,0,0,0,0.3681886775
9818499,6,63,E,M,South East,London,Platinum,20631.55,3,0,1,0,0,0,0,0,0,0,0,0,0.078209241
9819703,6,57,E,M,South East,London,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,0.0856067613
9819843,10,43,B,F,South East,S & S East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0690286737
9821937,5,79,A,F,South East,London,Silver,1000,7,0,0,0,1,0,0,0,0,0,0,0,0.5860766045
9825193,11,49,F,M,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0143467891
9825576,5,71,A,F,South East,London,Gold,16842.12,9,0,0,1,0,0,0,0,0,0,0,0,0.3701203453
9826041,8,39,C,M,South East,London,Silver,3000,8,0,0,0,1,1,0,0,0,0,0,0,0.4344094146
9826777,9,52,F,M,North,N West,Silver,4000,9,0,0,0,1,0,0,0,0,0,0,0,0.267734252
9828087,5,53,C,M,South East,London,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0147456327
9829946,4,65,A,F,South East,London,Silver,3000,11,0,0,0,1,0,0,0,0,0,0,0,0.1202517502
9831959,5,58,E,F,South East,London,Gold,13000,11,0,0,1,0,0,0,0,0,0,0,0,0.4757468633
9833439,5,60,E,U,North,N West,Gold,6105.32,7,0,0,1,0,0,0,0,0,0,0,0,0.4036347677
9834370,5,58,B,F,Midlands,Midlands,Silver,5000,3,0,0,0,1,0,0,0,0,0,0,0,0.2118459755
9838007,12,48,C,F,South East,S & S East,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.5521893727
9838880,4,57,D,F,Midlands,East,Platinum,20212.01,8,0,1,0,0,0,0,0,0,0,0,0,0.514447782
9839186,6,74,D,M,North,Yorkshire,Gold,6000,16,0,0,1,0,0,0,0,0,0,0,0,0.1447446417
9840982,7,54,D,F,South East,S & S East,Silver,3000,8,0,0,0,1,0,1,0,0,0,0,0,0.260104186
9841261,9,63,D,F,South East,London,Gold,19829.86,3,0,0,1,0,0,0,0,0,0,0,0,0.5547550859
9842322,6,76,C,F,Midlands,Wales & West,Silver,1000,4,0,0,0,1,0,0,0,0,0,0,0,0.2756428315
9843086,10,55,F,M,North,N West,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.1426344715
9845402,8,35,A,F,South East,London,Tin,0.01,9,1,0,0,0,0,0,0,0,0,0,0,0.0170515468
9845607,7,48,B,U,South East,London,Silver,619.42,10,0,0,0,1,0,0,0,0,1,0,0,0.2148139869
9846115,9,42,E,M,Midlands,East,Silver,2400,8,0,0,0,1,0,0,0,0,0,0,0,0.0424378044
9846646,6,56,E,M,Midlands,Midlands,Silver,3000,4,0,0,0,1,0,0,0,0,0,0,0,0.3257079964
9848223,14,53,C,F,South East,S & S East,Gold,7600.02,11,0,0,1,0,0,0,0,0,0,0,0,0.5124774289
9850031,13,55,B,F,North,N West,Tin,0.01,9,0,0,0,0,0,0,0,0,0,0,0,0.5685749164
9850244,13,76,D,M,Midlands,Midlands,Platinum,22000,6,0,1,0,0,0,0,0,0,0,0,0,0.5280625739
9850465,10,57,B,F,North,N West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.2333080379
9855378,10,49,C,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.3239801933
9857524,13,41,E,F,Midlands,Midlands,Tin,0.01,10,0,0,0,0,0,0,0,0,0,0,0,0.141898694
9857885,11,57,B,F,South East,S & S East,Silver,300,8,0,0,0,1,0,0,0,0,0,0,0,0.2093527821
9858261,7,49,F,M,Midlands,East,Silver,2000,1,0,0,0,1,0,0,0,0,0,0,0,0.1378751314
9860894,11,33,D,F,North,Yorkshire,Platinum,66000,4,1,1,0,0,0,0,0,0,0,0,0,0.5628583411
9861602,12,70,A,U,South East,S & S East,Gold,8400,8,0,0,1,0,0,0,0,0,1,0,0,0.4103591961
9867929,4,59,U,F,Midlands,Wales & West,Tin,0.01,5,0,0,0,0,0,0,0,1,0,0,0,0.1384505444
9867996,7,32,D,M,North,N West,Silver,600,4,1,0,0,1,0,0,0,0,0,0,0,0.0490186452
9868844,10,66,C,M,South East,S & S East,Silver,1500,7,0,0,0,1,0,0,0,0,0,0,0,0.5622295591
9873279,9,39,D,F,Midlands,Midlands,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.499802273
9873937,5,36,C,F,South East,London,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0259337151
9879404,8,57,B,U,Unknown,Unknown,Silver,2000,2,0,0,0,1,0,0,0,0,1,1,1,0.1269035647
9879617,4,68,E,U,South East,London,Gold,20000,2,0,0,1,0,0,0,0,0,0,0,0,0.4532691629
9880909,9,54,C,M,South East,London,Silver,5000,4,0,0,0,1,0,0,0,0,0,0,0,0.1846646709
9881336,8,48,C,F,Midlands,Midlands,Silver,50,3,0,0,0,1,1,0,0,0,0,0,0,0.3104087307
9882715,9,78,D,F,Midlands,Midlands,Gold,9000,8,1,0,1,0,0,0,0,0,0,0,0,0.4565911877
9882901,9,48,D,U,South East,London,Silver,3000,7,0,0,0,1,0,0,0,0,1,0,0,0.0479999292
9883835,8,59,D,F,South East,S & S East,Silver,2800,8,0,0,0,1,0,0,0,0,0,0,0,0.3873314831
9887431,9,48,F,F,Midlands,Wales & West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.3088795786
9888012,5,54,F,M,South West,S West,Gold,10000,5,0,0,1,0,0,1,0,0,0,0,0,0.18479842
9888527,11,41,E,F,North,N East,Gold,6000,1,1,0,1,0,0,0,0,0,0,0,0,0.3967588476
9889035,13,36,A,M,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.593083395
9889108,7,56,C,U,South East,London,Platinum,40053.34,8,1,1,0,0,0,0,0,0,1,0,0,0.5645195509
9891439,8,73,C,F,Midlands,Midlands,Gold,19000,4,0,0,1,0,1,0,0,0,0,0,0,0.5536954322
9892338,17,35,C,F,South East,London,Silver,1620,5,1,0,0,1,0,0,0,0,0,0,0,0.4863439875
9895647,11,72,D,M,Midlands,Midlands,Silver,300,8,0,0,0,1,0,0,0,0,0,0,0,0.2241819907
9897399,8,43,C,U,Midlands,Midlands,Tin,0.01,4,0,0,0,0,0,0,0,0,1,0,0,0.5107803077
9897798,12,61,E,F,Midlands,Midlands,Gold,9000,3,0,0,1,0,0,0,0,0,0,0,0,0.3538745872
9907343,12,72,F,F,Midlands,East,Gold,6000,3,0,0,1,0,0,0,0,0,0,0,0,0.5807775425
9911154,9,60,A,U,Midlands,Midlands,Gold,6000,1,0,0,1,0,0,0,0,0,1,0,0,0.5724958384
9912304,7,59,C,F,Midlands,Wales & West,Silver,1020,11,1,0,0,1,0,0,0,0,0,0,0,0.5808006449
9915923,5,36,F,F,North,N West,Silver,4000,5,1,0,0,1,0,0,1,0,0,0,0,0.120254647
9918477,8,45,U,U,South East,S & S East,Tin,0.01,4,0,0,0,0,0,0,0,1,0,0,0,0.1278937264
9920277,6,55,E,F,South West,S West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.1457217108
9920900,9,63,A,U,South East,London,Gold,8846.24,4,0,0,1,0,0,0,0,0,1,0,0,0.1226076549
9921648,8,53,A,U,South East,London,Tin,0.01,9,0,0,0,0,1,0,0,0,1,0,0,0.501482879
9924574,8,73,A,F,South East,London,Gold,18053.35,6,0,0,1,0,0,0,0,0,0,0,0,0.4100328299
9926070,7,75,B,F,South East,S & S East,Platinum,30000,4,0,1,0,0,0,0,0,0,0,0,0,0.4952753487
9926143,10,52,C,F,South East,S & S East,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.1432587002
9927921,7,45,A,F,South East,London,Tin,0.01,10,0,0,0,0,0,0,0,0,0,0,0,0.2261120035
9928529,12,75,C,M,North,N West,Gold,6000,5,1,0,1,0,0,0,0,0,0,0,0,0.5100073337
9934456,6,45,D,U,South East,London,Gold,19447.34,10,0,0,1,0,0,0,0,0,1,0,0,0.267047994
9935797,8,48,C,U,North,N West,Silver,1420,6,0,0,0,1,0,0,0,0,0,0,0,0.4966468869
9939385,11,33,F,F,North,Yorkshire,Silver,360,9,1,0,0,1,0,0,0,0,0,0,0,0.428893435
9940324,4,49,B,F,Midlands,Midlands,Silver,3000,3,0,0,0,1,0,0,0,0,0,0,0,0.2776125708
9941649,7,39,E,F,Scottish,C Scotland,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.2325587306
9944125,9,59,E,F,North,N West,Silver,1000.02,5,0,0,0,1,0,0,0,0,0,0,0,0.0374441692
9944877,7,65,B,U,South East,S & S East,Gold,12000,4,0,0,1,0,0,0,0,0,0,0,0,0.2966572229
9945385,12,32,C,M,South East,S & S East,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.461244364
9947833,7,35,F,F,Midlands,Midlands,Silver,1300,2,1,0,0,1,0,0,0,0,0,0,0,0.2891211166
9948961,6,77,E,M,North,Yorkshire,Silver,2000,1,0,0,0,1,0,0,0,0,0,0,0,0.1937048059
9952276,13,56,E,F,Midlands,Wales & West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.4154776248
9953981,10,30,F,F,South East,London,Silver,1500,8,1,0,0,1,0,0,0,0,0,0,0,0.5447598451
9954805,7,79,C,U,Unknown,Unknown,Gold,6000,2,0,0,1,0,0,0,0,0,0,1,1,0.3752501222
9957685,5,50,C,M,Unknown,Unknown,Tin,0.01,4,0,0,0,0,0,0,0,0,0,1,1,0.5448615111
9959823,6,62,C,F,North,N East,Gold,17000,2,0,0,1,0,0,0,0,0,0,0,0,0.3695375693
9960570,13,54,E,F,South East,London,Gold,6000,2,1,0,1,0,0,0,0,0,0,0,0,0.4083519491
9960856,6,51,D,U,South East,S & S East,Tin,0.01,8,0,0,0,0,0,0,0,0,1,0,0,0.3490148193
9963286,15,39,E,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0912596439
9963650,11,34,E,F,Midlands,East,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.191394358
9967117,13,68,E,F,Midlands,East,Silver,3000,7,0,0,0,1,0,0,0,0,0,0,0,0.5784823757
9967524,11,59,D,M,Midlands,Midlands,Gold,10000,1,0,0,1,0,0,0,0,0,0,0,0,0.5469937113
9969586,10,70,A,F,Midlands,Midlands,Silver,2723.77,23,0,0,0,1,0,0,0,0,0,0,0,0.5153261467
9970894,5,51,C,U,Midlands,Midlands,Platinum,34062.49,26,0,1,0,0,0,0,0,0,1,0,0,0.2311732048
9971262,10,51,C,M,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.3821302752
9975306,9,29,U,F,Midlands,Ulster,Gold,6000,2,0,0,1,0,0,0,0,1,0,0,0,0.196051756
9976507,16,31,A,F,South East,S & S East,Silver,1000,5,1,0,0,1,0,0,0,0,0,0,0,0.1235958376
9979808,8,46,F,U,South West,S West,Silver,1000,5,0,0,0,1,0,0,0,0,1,0,0,0.3152073172
9982507,8,76,F,F,Scottish,C Scotland,Gold,6000,18,0,0,1,0,0,0,0,0,0,0,0,0.081262332
9983376,6,50,B,M,South East,S & S East,Silver,600,9,0,0,0,1,0,0,0,0,0,0,0,0.3384041667
9984062,8,54,E,F,South West,S West,Tin,0.01,5,0,0,0,0,1,0,0,0,0,0,0,0.4278921878
9985514,5,57,B,M,Midlands,Midlands,Tin,0.01,10,0,0,0,0,0,0,0,0,0,0,0,0.1224186905
9988521,3,60,D,U,Midlands,Midlands,Silver,0.02,8,0,0,0,1,0,0,0,0,1,0,0,0.060574221
