@relation 'organics_Training-weka.filters.unsupervised.attribute.Remove-R1,4,6-10,12-14,17-18,20-22-weka.filters.unsupervised.attribute.NumericToNominal-R3-7'

@attribute DemAffl numeric
@attribute DemAge numeric
@attribute DemGender {U,F,M}
@attribute TargetBuy {0,1}
@attribute DemAffl_M {0,1}
@attribute DemAge_M {0,1}
@attribute DemGender_M {0,1}

@data
10,55,U,0,0,0,0
8,41,M,0,0,0,0
12,64,U,1,0,0,1
9,40,F,1,0,0,0
6,54,F,0,0,1,0
7,76,F,0,0,0,0
11,70,M,0,0,0,0
4,59,M,0,0,0,0
6,32,F,1,0,0,0
7,63,F,0,0,0,0
5,45,M,0,0,0,0
3,71,F,0,0,0,0
15,54,F,1,0,1,0
4,55,M,0,0,0,0
10,76,U,0,0,0,1
7,41,F,1,0,0,0
11,37,M,1,0,0,0
4,54,U,0,0,1,0
7,44,M,0,0,0,0
10,52,F,0,0,0,0
6,69,F,0,0,0,0
8,77,U,0,1,0,0
2,70,U,0,0,0,1
12,66,F,0,0,0,0
3,33,F,0,0,0,0
7,42,M,0,0,0,0
12,49,U,0,0,0,1
12,60,U,0,0,0,0
9,64,M,0,0,0,0
5,72,F,0,0,0,0
21,35,F,1,0,0,0
7,65,F,0,0,0,0
8,39,M,0,0,0,0
7,77,M,0,0,0,0
11,66,F,1,0,0,0
8,54,F,0,0,1,0
11,55,U,0,0,0,1
4,47,F,0,0,0,0
6,57,M,0,0,0,0
10,77,F,0,0,0,0
7,49,M,0,0,0,0
8,40,U,0,0,0,0
5,57,F,0,0,0,0
10,44,M,0,0,0,0
12,54,F,0,0,1,0
10,64,F,0,0,0,0
9,41,M,0,0,0,0
9,54,F,0,0,0,0
10,76,F,0,0,0,0
19,43,F,1,0,0,0
6,41,F,1,0,0,0
8,67,M,0,0,0,0
10,52,U,0,0,0,1
11,35,F,1,0,0,0
17,71,F,1,0,0,0
6,50,U,1,0,0,1
7,45,F,0,0,0,0
8,76,U,0,0,0,0
6,65,U,0,0,0,1
6,44,F,0,0,0,0
10,39,F,0,0,0,0
8,41,F,1,0,0,0
8,44,F,0,0,0,0
5,77,U,1,0,0,1
6,55,F,0,0,0,0
6,65,M,0,0,0,0
9,54,F,0,0,0,0
11,44,M,1,0,0,0
8,48,M,0,0,0,0
10,71,F,0,0,0,0
12,36,F,1,0,0,0
16,58,M,0,0,0,0
6,67,F,0,0,0,0
8,32,F,1,0,0,0
11,47,F,1,0,0,0
6,50,F,1,0,0,0
6,69,U,0,0,0,1
10,66,U,0,0,0,0
17,41,F,1,0,0,0
8,65,F,1,0,0,0
10,55,U,0,0,0,0
9,44,F,0,0,0,0
6,60,F,0,0,0,0
7,51,F,0,0,0,0
13,48,M,1,0,0,0
15,52,F,0,0,0,0
8,31,F,0,1,0,0
9,49,M,1,0,0,0
5,76,M,0,0,0,0
10,51,M,0,0,0,0
9,79,F,1,0,0,0
4,51,F,0,0,0,0
7,78,M,0,0,0,0
4,58,U,0,0,0,1
9,50,F,0,0,0,0
10,67,F,0,0,0,0
7,79,U,0,0,0,0
2,67,M,0,0,0,0
5,73,U,0,0,0,0
11,42,F,0,0,0,0
9,47,M,0,0,0,0
6,58,F,0,0,0,0
5,61,U,0,0,0,1
16,34,F,1,0,0,0
8,31,F,0,0,0,0
8,61,F,0,1,0,0
16,37,U,1,0,0,1
9,45,M,0,0,0,0
11,50,F,0,0,0,0
6,46,M,0,0,0,0
12,42,F,1,0,0,0
10,54,M,1,0,1,0
8,35,F,1,0,0,0
9,73,U,0,0,0,1
8,54,F,0,0,1,0
8,38,F,1,0,0,0
4,73,M,0,0,0,0
6,35,F,0,0,0,0
8,59,F,0,1,0,0
8,63,F,0,0,0,0
3,34,M,0,0,0,0
8,54,F,1,0,1,0
8,61,M,0,0,0,0
8,57,M,0,0,0,0
8,47,F,0,1,0,0
5,19,F,0,0,0,0
12,36,F,1,0,0,0
9,58,M,0,0,0,0
5,48,M,0,0,0,0
12,65,M,0,0,0,0
5,56,F,0,0,0,0
15,42,F,1,0,0,0
4,75,M,0,0,0,0
24,28,F,1,0,0,0
15,59,F,0,0,0,0
6,54,M,0,0,1,0
10,40,U,0,0,0,0
7,76,F,0,0,0,0
8,47,M,0,0,0,0
3,46,F,0,0,0,0
5,42,F,0,0,0,0
10,59,F,0,0,0,0
6,59,F,0,0,0,0
10,55,M,0,0,0,0
5,64,M,0,0,0,0
9,54,F,1,0,1,0
8,59,F,0,0,0,0
13,60,F,0,0,0,0
9,39,M,0,0,0,0
10,52,F,0,0,0,0
6,55,M,0,0,0,0
8,64,U,0,0,0,1
10,66,M,0,0,0,0
21,33,F,1,0,0,0
5,60,F,0,0,0,0
7,61,F,1,0,0,0
13,35,F,1,0,0,0
10,46,M,0,0,0,0
9,54,M,0,0,1,0
8,71,U,0,0,0,0
11,64,F,0,0,0,0
6,52,F,0,0,0,0
7,61,U,0,0,0,0
12,54,U,0,0,0,0
8,71,F,0,0,0,0
11,61,F,0,0,0,0
5,71,M,0,0,0,0
8,57,F,0,0,0,0
6,40,U,0,0,0,1
8,50,F,0,0,0,0
5,71,F,0,0,0,0
9,54,F,0,0,1,0
10,60,F,0,0,0,0
14,68,F,0,0,0,0
7,47,F,0,0,0,0
6,78,F,0,0,0,0
11,38,F,1,0,0,0
6,30,F,1,0,0,0
6,35,F,1,0,0,0
3,49,M,0,0,0,0
14,67,F,0,0,0,0
12,48,M,0,0,0,0
11,56,F,0,0,0,0
10,75,F,0,0,0,0
13,60,F,1,0,0,0
10,57,M,0,0,0,0
18,53,M,1,0,0,0
14,58,F,1,0,0,0
8,55,F,0,0,0,0
11,54,M,0,0,1,0
5,34,M,1,0,0,0
12,41,F,1,0,0,0
8,77,M,0,0,0,0
12,52,F,0,0,0,0
12,53,F,0,0,0,0
6,57,M,0,0,0,0
16,44,F,1,0,0,0
11,56,F,0,0,0,0
7,49,M,0,0,0,0
6,56,F,0,0,0,0
13,46,F,0,0,0,0
13,36,F,1,0,0,0
12,53,F,1,0,0,0
13,68,F,0,0,0,0
11,54,F,0,0,1,0
10,54,M,0,0,1,0
15,40,M,0,0,0,0
13,56,U,0,0,0,1
5,52,F,0,0,0,0
5,66,U,0,0,0,0
6,50,U,0,0,0,1
10,68,F,0,0,0,0
5,44,U,0,0,0,0
12,58,F,0,0,0,0
7,48,M,0,0,0,0
12,75,M,0,0,0,0
5,55,U,0,0,0,1
10,59,F,1,0,0,0
6,55,F,0,0,0,0
2,57,F,0,0,0,0
11,44,M,1,0,0,0
5,54,F,0,0,0,0
15,44,F,0,0,0,0
10,63,F,0,0,0,0
9,49,F,1,0,0,0
8,31,F,1,1,0,0
12,53,F,0,0,0,0
11,35,M,1,0,0,0
11,59,F,0,0,0,0
5,48,M,0,0,0,0
8,54,M,0,0,1,0
7,68,F,0,0,0,0
7,70,F,0,0,0,0
7,39,F,0,0,0,0
9,56,F,0,0,0,0
10,76,F,0,0,0,0
13,33,F,1,0,0,0
15,36,F,1,0,0,0
9,69,M,0,0,0,0
9,50,F,0,0,0,0
9,66,M,0,0,0,0
11,46,U,0,0,0,1
9,58,F,0,0,0,0
2,64,M,1,0,0,0
9,68,F,0,0,0,0
12,72,F,0,0,0,0
9,47,U,0,0,0,0
9,63,M,0,0,0,0
17,74,F,1,0,0,0
5,41,M,0,0,0,0
10,31,F,0,0,0,0
3,50,M,0,0,0,0
4,59,U,0,0,0,1
10,44,M,0,0,0,0
3,51,M,0,0,0,0
5,32,F,1,0,0,0
6,45,M,0,0,0,0
9,50,M,0,0,0,0
9,70,F,0,0,0,0
8,54,M,0,0,1,0
7,64,U,0,0,0,1
6,64,F,0,0,0,0
10,38,M,0,0,0,0
13,74,U,0,0,0,1
14,34,F,1,0,0,0
7,75,U,0,0,0,1
6,79,F,0,0,0,0
9,67,F,0,0,0,0
10,30,F,1,0,0,0
10,51,F,0,0,0,0
13,73,M,1,0,0,0
10,55,F,0,0,0,0
8,60,M,0,1,0,0
5,52,U,0,0,0,1
5,30,U,0,0,0,1
3,52,F,0,0,0,0
6,77,U,0,0,0,0
13,39,F,1,0,0,0
8,52,M,1,0,0,0
6,71,M,0,0,0,0
10,69,M,0,0,0,0
8,74,M,0,1,0,0
5,66,F,0,0,0,0
8,50,F,0,0,0,0
4,40,F,0,0,0,0
5,52,F,0,0,0,0
10,32,F,1,0,0,0
5,62,M,0,0,0,0
6,75,M,0,0,0,0
10,78,U,0,0,0,0
5,40,U,1,0,0,1
7,74,U,0,0,0,1
4,50,F,0,0,0,0
10,77,F,0,0,0,0
7,59,U,0,0,0,1
10,53,F,0,0,0,0
15,36,F,1,0,0,0
4,71,F,0,0,0,0
6,40,F,0,0,0,0
8,51,M,0,0,0,0
14,59,F,1,0,0,0
10,51,F,0,0,0,0
15,32,U,1,0,0,1
4,67,F,0,0,0,0
11,68,F,0,0,0,0
4,53,M,0,0,0,0
8,65,U,0,0,0,0
9,62,M,0,0,0,0
13,60,F,0,0,0,0
6,49,M,0,0,0,0
12,35,F,1,0,0,0
3,54,U,0,0,0,0
6,45,U,0,0,0,1
9,68,U,1,0,0,1
14,58,M,0,0,0,0
8,41,F,0,0,0,0
8,40,F,1,0,0,0
2,69,F,0,0,0,0
7,77,F,0,0,0,0
10,50,U,1,0,0,1
11,64,F,0,0,0,0
12,42,U,0,0,0,0
7,67,F,0,0,0,0
6,72,F,0,0,0,0
10,34,F,0,0,0,0
10,60,F,0,0,0,0
9,66,F,0,0,0,0
8,40,M,0,0,0,0
8,66,F,0,0,0,0
5,45,F,0,0,0,0
14,40,M,1,0,0,0
8,62,F,0,0,0,0
3,32,F,1,0,0,0
10,58,U,0,0,0,0
6,60,F,0,0,0,0
8,78,F,0,0,0,0
11,49,F,1,0,0,0
24,56,F,1,0,0,0
6,49,M,0,0,0,0
8,63,F,0,0,0,0
4,60,U,0,0,0,0
7,47,F,0,0,0,0
7,53,M,0,0,0,0
10,76,M,0,0,0,0
5,66,M,0,0,0,0
11,50,F,0,0,0,0
7,53,F,0,0,0,0
13,54,F,1,0,1,0
6,60,F,0,0,0,0
11,74,M,0,0,0,0
8,61,U,0,1,0,1
6,49,U,0,0,0,1
6,73,F,0,0,0,0
7,60,F,0,0,0,0
8,42,F,0,0,0,0
5,59,U,0,0,0,1
3,67,M,0,0,0,0
8,66,F,0,0,0,0
6,53,U,0,0,0,1
9,42,U,0,0,0,0
6,63,F,0,0,0,0
8,50,F,0,0,0,0
8,68,F,0,0,0,0
5,48,F,0,0,0,0
7,66,F,0,0,0,0
4,75,F,0,0,0,0
9,44,F,0,0,0,0
10,57,F,1,0,0,0
8,57,F,0,1,0,0
9,61,M,1,0,0,0
6,54,F,0,0,1,0
8,72,U,0,1,0,0
9,50,F,1,0,0,0
8,46,F,1,0,0,0
7,62,F,1,0,0,0
4,55,U,0,0,0,0
5,39,F,0,0,0,0
4,62,U,0,0,0,0
7,67,F,1,0,0,0
12,54,F,0,0,1,0
8,69,M,0,0,0,0
8,67,F,0,0,0,0
6,66,M,0,0,0,0
8,43,F,1,1,0,0
7,65,U,0,0,0,1
8,79,F,0,0,0,0
11,51,M,0,0,0,0
7,67,M,0,0,0,0
8,42,M,0,0,0,0
5,49,F,0,0,0,0
5,42,M,0,0,0,0
9,41,F,0,0,0,0
12,38,F,1,0,0,0
8,70,M,0,1,0,0
8,44,F,1,1,0,0
8,38,F,1,0,0,0
7,47,F,0,0,0,0
5,41,M,1,0,0,0
10,68,F,1,0,0,0
10,62,M,0,0,0,0
11,55,M,0,0,0,0
9,41,U,0,0,0,0
7,55,F,0,0,0,0
13,64,U,0,0,0,1
7,68,F,0,0,0,0
11,32,F,1,0,0,0
7,79,M,0,0,0,0
7,70,U,0,0,0,1
9,48,M,0,0,0,0
8,55,M,0,0,0,0
9,54,M,0,0,1,0
6,47,F,1,0,0,0
12,58,M,0,0,0,0
13,34,F,1,0,0,0
10,55,M,0,0,0,0
11,49,F,1,0,0,0
13,36,F,1,0,0,0
4,35,U,1,0,0,1
10,36,M,0,0,0,0
10,79,F,0,0,0,0
10,32,F,1,0,0,0
8,54,M,0,0,1,0
15,60,M,0,0,0,0
10,54,U,1,0,0,1
11,76,M,0,0,0,0
6,66,M,0,0,0,0
8,58,F,0,1,0,0
3,43,F,1,0,0,0
8,72,U,0,0,0,1
9,56,U,0,0,0,0
11,62,U,0,0,0,1
3,33,F,0,0,0,0
7,50,F,0,0,0,0
11,46,F,1,0,0,0
10,46,F,0,0,0,0
8,54,F,0,0,1,0
10,56,M,0,0,0,0
5,64,U,0,0,0,0
8,51,F,0,0,0,0
6,59,M,0,0,0,0
6,50,F,0,0,0,0
7,57,F,0,0,0,0
8,45,F,0,0,0,0
24,54,F,1,0,0,0
9,51,F,0,0,0,0
9,54,U,0,0,1,0
5,52,F,0,0,0,0
6,63,U,0,0,0,1
3,71,F,0,0,0,0
8,74,F,0,1,0,0
16,41,M,1,0,0,0
14,58,F,1,0,0,0
6,63,F,0,0,0,0
12,44,F,1,0,0,0
7,63,F,1,0,0,0
7,49,U,0,0,0,1
5,70,F,0,0,0,0
12,61,M,1,0,0,0
9,70,F,0,0,0,0
7,38,F,0,0,0,0
14,39,F,1,0,0,0
4,47,F,0,0,0,0
7,59,F,1,0,0,0
7,52,F,0,0,0,0
4,69,M,0,0,0,0
9,37,U,0,0,0,1
9,58,F,1,0,0,0
6,60,F,0,0,0,0
6,35,F,0,0,0,0
15,49,F,0,0,0,0
7,76,F,0,0,0,0
10,51,U,1,0,0,1
5,43,U,0,0,0,1
8,48,F,0,1,0,0
6,38,M,0,0,0,0
7,57,U,0,0,0,1
3,45,U,0,0,0,0
10,54,U,0,0,1,0
8,32,F,0,0,0,0
13,36,F,1,0,0,0
8,41,M,0,0,0,0
6,54,F,0,0,0,0
13,36,F,1,0,0,0
4,54,F,0,0,1,0
8,41,M,0,0,0,0
8,37,F,0,1,0,0
2,51,F,0,0,0,0
9,58,F,0,0,0,0
8,35,M,0,0,0,0
9,73,F,1,0,0,0
9,59,U,0,0,0,1
15,46,F,0,0,0,0
8,44,M,1,1,0,0
6,50,U,0,0,0,0
7,56,F,0,0,0,0
7,64,F,0,0,0,0
4,77,M,0,0,0,0
11,78,U,0,0,0,0
6,61,U,0,0,0,1
10,41,F,1,0,0,0
16,44,F,1,0,0,0
9,40,F,1,0,0,0
8,34,U,0,0,0,1
7,26,M,0,0,0,0
6,54,F,0,0,1,0
15,69,F,1,0,0,0
12,57,U,0,0,0,0
8,43,U,0,0,0,1
10,62,M,0,0,0,0
9,59,M,0,0,0,0
6,64,M,0,0,0,0
8,58,F,0,1,0,0
8,43,U,0,1,0,1
8,50,M,0,1,0,0
13,41,U,0,0,0,1
8,63,F,1,1,0,0
10,65,F,1,0,0,0
4,49,M,0,0,0,0
11,52,F,0,0,0,0
8,32,F,0,0,0,0
8,61,M,0,1,0,0
9,55,M,0,0,0,0
9,66,F,0,0,0,0
8,40,F,1,1,0,0
9,36,F,0,0,0,0
6,69,M,0,0,0,0
6,60,U,0,0,0,0
6,63,M,0,0,0,0
5,45,F,0,0,0,0
9,51,U,0,0,0,0
16,49,F,0,0,0,0
5,55,M,0,0,0,0
10,61,F,0,0,0,0
13,79,F,1,0,0,0
3,71,M,0,0,0,0
8,61,U,0,0,0,1
21,37,M,1,0,0,0
9,63,M,0,0,0,0
7,46,F,0,0,0,0
5,41,F,0,0,0,0
8,55,F,0,0,0,0
6,59,M,0,0,0,0
5,54,U,0,0,1,0
6,50,F,0,0,0,0
8,51,F,0,0,0,0
10,59,F,0,0,0,0
9,48,F,0,0,0,0
11,40,F,1,0,0,0
8,51,F,0,0,0,0
10,50,F,0,0,0,0
9,51,U,0,0,0,0
12,61,F,0,0,0,0
7,37,F,0,0,0,0
5,65,U,0,0,0,1
5,51,F,0,0,0,0
8,54,F,0,0,1,0
7,31,F,1,0,0,0
10,50,F,0,0,0,0
6,35,F,0,0,0,0
9,60,F,0,0,0,0
8,62,F,1,1,0,0
8,77,F,0,0,0,0
9,77,U,0,0,0,0
10,54,F,1,0,1,0
5,69,U,0,0,0,1
13,54,F,0,0,1,0
10,67,U,0,0,0,1
7,70,F,0,0,0,0
3,54,U,0,0,1,0
9,62,F,1,0,0,0
7,75,F,0,0,0,0
6,32,U,0,0,0,0
7,61,U,0,0,0,0
10,65,U,0,0,0,0
10,36,F,1,0,0,0
11,47,M,1,0,0,0
8,60,M,0,0,0,0
10,48,U,0,0,0,1
5,51,F,0,0,0,0
11,46,F,0,0,0,0
7,61,U,0,0,0,0
8,28,F,1,0,0,0
12,38,M,0,0,0,0
7,60,U,0,0,0,1
9,74,U,0,0,0,0
5,50,F,0,0,0,0
5,45,M,0,0,0,0
9,40,F,0,0,0,0
9,61,M,0,0,0,0
6,50,F,0,0,0,0
6,54,M,0,0,1,0
16,54,F,1,0,1,0
5,64,M,0,0,0,0
8,32,F,1,0,0,0
6,55,M,0,0,0,0
7,65,F,0,0,0,0
7,50,F,0,0,0,0
25,36,F,1,0,0,0
8,75,F,0,0,0,0
9,67,M,0,0,0,0
3,48,U,0,0,0,1
5,50,F,0,0,0,0
22,38,U,1,0,0,0
14,63,F,1,0,0,0
10,48,F,0,0,0,0
8,51,U,0,0,0,1
5,41,F,0,0,0,0
6,44,F,1,0,0,0
15,43,F,1,0,0,0
10,77,F,0,0,0,0
8,77,U,0,1,0,1
8,31,F,1,0,0,0
25,34,F,1,0,0,0
9,44,U,0,0,0,1
7,45,M,0,0,0,0
6,75,F,0,0,0,0
9,39,M,0,0,0,0
14,75,U,0,0,0,0
15,65,F,0,0,0,0
8,65,M,0,0,0,0
19,53,M,1,0,0,0
12,75,F,0,0,0,0
10,34,M,1,0,0,0
6,54,F,0,0,1,0
10,41,U,0,0,0,1
9,46,F,0,0,0,0
11,45,U,0,0,0,0
5,67,M,0,0,0,0
9,72,M,0,0,0,0
9,60,F,0,0,0,0
12,58,U,0,0,0,0
9,61,M,0,0,0,0
20,50,F,1,0,0,0
5,33,U,0,0,0,1
11,37,F,1,0,0,0
8,50,F,0,1,0,0
6,72,F,0,0,0,0
12,30,F,1,0,0,0
11,65,U,0,0,0,1
6,66,M,0,0,0,0
10,52,M,0,0,0,0
14,30,F,1,0,0,0
6,43,M,0,0,0,0
8,65,F,0,0,0,0
11,60,F,0,0,0,0
6,43,F,0,0,0,0
7,74,F,0,0,0,0
12,42,F,1,0,0,0
20,57,U,1,0,0,1
18,64,F,0,0,0,0
12,59,F,1,0,0,0
6,58,F,0,0,0,0
8,46,M,0,0,0,0
8,42,F,1,1,0,0
7,50,F,0,0,0,0
12,51,M,0,0,0,0
7,45,F,0,0,0,0
8,39,F,1,0,0,0
17,45,M,0,0,0,0
6,50,F,0,0,0,0
13,32,F,1,0,0,0
10,59,M,0,0,0,0
8,56,M,0,0,0,0
8,50,M,0,0,0,0
5,65,M,0,0,0,0
16,38,F,1,0,0,0
7,64,F,1,0,0,0
7,51,F,0,0,0,0
6,54,F,0,0,1,0
16,50,F,0,0,0,0
19,61,F,1,0,0,0
8,64,F,1,0,0,0
7,49,U,0,0,0,1
10,63,M,1,0,0,0
11,59,F,1,0,0,0
6,36,F,1,0,0,0
8,45,F,0,1,0,0
7,71,M,0,0,0,0
11,50,U,0,0,0,1
4,60,U,0,0,0,1
4,57,F,0,0,0,0
11,39,F,1,0,0,0
13,63,F,0,0,0,0
8,70,U,0,0,0,0
15,55,M,1,0,0,0
4,49,F,0,0,0,0
8,50,M,0,0,0,0
12,71,M,0,0,0,0
8,61,F,1,1,0,0
9,40,U,0,0,0,1
9,52,F,0,0,0,0
7,69,U,0,0,0,0
7,71,F,0,0,0,0
13,69,U,0,0,0,1
8,53,U,0,0,0,0
8,68,M,0,0,0,0
3,54,M,0,0,1,0
8,48,M,0,0,0,0
10,67,U,0,0,0,0
7,28,U,0,0,0,0
8,75,F,1,1,0,0
8,63,F,1,0,0,0
7,60,M,1,0,0,0
8,37,F,0,0,0,0
5,54,M,0,0,1,0
10,73,U,0,0,0,0
19,54,F,1,0,1,0
8,67,U,0,0,0,0
8,52,F,0,1,0,0
5,41,F,0,0,0,0
2,44,F,0,0,0,0
7,62,F,0,0,0,0
8,38,F,0,0,0,0
7,35,F,1,0,0,0
8,54,F,0,0,1,0
8,39,U,0,0,0,0
12,57,U,0,0,0,1
8,64,M,0,0,0,0
3,50,M,0,0,0,0
6,61,M,0,0,0,0
13,48,U,0,0,0,1
9,42,F,0,0,0,0
7,70,U,0,0,0,0
18,50,U,1,0,0,1
8,49,U,0,0,0,1
9,54,M,1,0,1,0
8,79,F,0,0,0,0
16,37,F,1,0,0,0
9,46,F,0,0,0,0
11,38,M,0,0,0,0
14,54,M,0,0,1,0
6,34,F,1,0,0,0
4,72,F,0,0,0,0
13,41,F,1,0,0,0
6,61,F,0,0,0,0
7,54,F,0,0,0,0
8,53,F,0,0,0,0
9,54,U,0,0,0,1
9,39,U,0,0,0,0
15,47,M,0,0,0,0
8,37,F,1,0,0,0
10,42,F,1,0,0,0
10,74,F,1,0,0,0
6,53,M,0,0,0,0
6,62,M,0,0,0,0
10,48,F,0,0,0,0
13,55,F,0,0,0,0
8,44,M,0,1,0,0
8,56,U,0,1,0,1
8,59,F,0,0,0,0
12,60,F,1,0,0,0
13,63,M,0,0,0,0
16,43,F,1,0,0,0
7,47,F,0,0,0,0
7,38,F,0,0,0,0
6,65,F,0,0,0,0
13,56,F,0,0,0,0
6,68,F,0,0,0,0
13,54,F,0,0,1,0
12,50,F,0,0,0,0
10,54,M,0,0,1,0
14,68,F,1,0,0,0
8,50,F,0,1,0,0
5,60,F,0,0,0,0
11,55,F,0,0,0,0
7,34,M,0,0,0,0
9,57,U,0,0,0,1
11,64,U,0,0,0,1
9,33,F,0,0,0,0
3,72,M,0,0,0,0
5,43,F,1,0,0,0
10,77,M,0,0,0,0
8,54,M,0,1,0,0
9,60,F,0,0,0,0
8,71,M,0,1,0,0
14,35,F,1,0,0,0
5,51,F,1,0,0,0
7,66,M,0,0,0,0
8,56,M,0,0,0,0
11,36,M,1,0,0,0
7,66,F,0,0,0,0
11,60,F,0,0,0,0
6,61,F,0,0,0,0
6,61,M,0,0,0,0
6,36,F,0,0,0,0
5,68,U,0,0,0,0
12,75,F,0,0,0,0
6,49,M,0,0,0,0
11,45,M,0,0,0,0
5,59,M,0,0,0,0
11,36,M,0,0,0,0
7,69,F,0,0,0,0
3,55,F,0,0,0,0
7,59,F,0,0,0,0
8,66,M,0,1,0,0
27,33,M,1,0,0,0
5,55,M,0,0,0,0
6,72,F,0,0,0,0
4,72,F,0,0,0,0
9,62,F,1,0,0,0
10,79,M,0,0,0,0
5,76,F,1,0,0,0
3,47,U,0,0,0,1
5,36,U,0,0,0,0
11,51,F,1,0,0,0
15,42,F,1,0,0,0
9,63,M,0,0,0,0
13,61,F,0,0,0,0
7,74,F,0,0,0,0
9,48,F,1,0,0,0
8,54,U,0,0,1,1
10,69,U,0,0,0,1
4,69,F,0,0,0,0
16,71,U,0,0,0,1
8,58,M,0,0,0,0
7,47,F,0,0,0,0
13,38,F,1,0,0,0
15,43,F,1,0,0,0
10,44,F,1,0,0,0
9,52,M,0,0,0,0
12,34,F,1,0,0,0
13,34,F,1,0,0,0
8,49,M,1,0,0,0
7,63,U,0,0,0,0
8,54,U,0,0,1,1
6,44,M,0,0,0,0
10,42,M,0,0,0,0
8,74,M,0,0,0,0
6,36,F,0,0,0,0
10,79,F,0,0,0,0
6,40,F,1,0,0,0
10,55,F,0,0,0,0
7,54,U,0,0,1,1
2,53,F,0,0,0,0
3,61,M,0,0,0,0
9,56,F,0,0,0,0
7,54,F,0,0,1,0
9,37,F,1,0,0,0
6,30,U,0,0,0,1
13,57,F,0,0,0,0
11,37,F,1,0,0,0
5,68,U,0,0,0,1
9,55,M,1,0,0,0
15,36,F,1,0,0,0
5,78,F,1,0,0,0
7,50,M,0,0,0,0
8,37,F,1,1,0,0
9,54,U,0,0,1,0
7,56,F,0,0,0,0
9,63,M,0,0,0,0
6,71,U,0,0,0,0
7,54,F,1,0,1,0
5,67,M,0,0,0,0
7,53,F,1,0,0,0
9,70,F,0,0,0,0
9,72,F,0,0,0,0
7,56,M,0,0,0,0
7,37,F,0,0,0,0
8,65,U,0,1,0,0
10,50,F,1,0,0,0
6,59,F,0,0,0,0
5,66,M,0,0,0,0
9,77,F,0,0,0,0
10,41,U,0,0,0,0
6,76,F,0,0,0,0
6,52,F,0,0,0,0
12,71,F,0,0,0,0
15,61,U,0,0,0,1
8,41,F,0,1,0,0
9,49,M,0,0,0,0
10,46,F,0,0,0,0
14,35,F,1,0,0,0
8,54,M,0,0,1,0
6,44,F,0,0,0,0
13,65,F,1,0,0,0
5,58,F,0,0,0,0
8,55,F,0,0,0,0
13,63,U,0,0,0,1
7,54,M,0,0,1,0
6,43,F,0,0,0,0
8,66,F,0,0,0,0
11,36,F,0,0,0,0
14,47,F,1,0,0,0
6,69,F,0,0,0,0
6,48,U,0,0,0,0
11,52,F,1,0,0,0
5,40,U,0,0,0,0
13,68,F,0,0,0,0
7,72,M,0,0,0,0
9,52,U,0,0,0,1
7,75,F,0,0,0,0
9,64,U,0,0,0,0
12,59,M,0,0,0,0
6,46,M,0,0,0,0
6,59,F,0,0,0,0
11,67,F,0,0,0,0
5,52,U,0,0,0,1
6,32,U,0,0,0,1
7,49,F,0,0,0,0
5,65,F,0,0,0,0
9,33,F,1,0,0,0
7,66,F,1,0,0,0
9,29,F,1,0,0,0
12,47,F,1,0,0,0
11,51,F,0,0,0,0
6,55,F,0,0,0,0
9,71,F,0,0,0,0
5,44,U,0,0,0,0
5,69,M,0,0,0,0
12,43,M,0,0,0,0
5,24,M,1,0,0,0
11,66,U,0,0,0,1
8,54,M,0,0,0,0
20,45,F,1,0,0,0
8,43,M,0,0,0,0
9,58,F,1,0,0,0
5,53,F,0,0,0,0
8,38,M,0,0,0,0
6,75,U,0,0,0,1
5,58,M,0,0,0,0
7,77,U,0,0,0,1
21,40,F,1,0,0,0
9,67,F,0,0,0,0
7,58,F,0,0,0,0
7,53,M,0,0,0,0
5,54,F,0,0,0,0
8,52,F,0,0,0,0
6,70,F,1,0,0,0
14,54,M,0,0,1,0
6,53,F,0,0,0,0
8,63,F,0,0,0,0
8,54,U,0,1,1,0
5,62,F,0,0,0,0
4,46,U,0,0,0,1
7,55,M,0,0,0,0
13,48,M,0,0,0,0
11,44,F,1,0,0,0
15,42,F,0,0,0,0
14,51,F,1,0,0,0
9,38,F,0,0,0,0
8,47,F,0,0,0,0
10,49,M,0,0,0,0
15,53,F,1,0,0,0
13,57,U,0,0,0,1
7,54,M,0,0,1,0
13,63,F,0,0,0,0
6,63,M,0,0,0,0
9,73,F,0,0,0,0
10,50,F,0,0,0,0
11,51,F,0,0,0,0
6,45,U,0,0,0,0
7,63,U,0,0,0,0
10,73,F,0,0,0,0
7,67,U,0,0,0,0
3,45,U,0,0,0,1
10,54,U,0,0,0,1
8,59,M,0,1,0,0
7,47,F,0,0,0,0
5,63,F,0,0,0,0
8,57,U,0,1,0,1
11,51,M,0,0,0,0
8,53,U,0,0,0,1
6,52,M,0,0,0,0
8,46,F,0,1,0,0
6,55,F,0,0,0,0
10,69,M,0,0,0,0
4,47,F,0,0,0,0
10,32,F,1,0,0,0
15,32,F,1,0,0,0
14,32,F,1,0,0,0
14,70,F,1,0,0,0
8,54,F,0,0,1,0
8,76,F,0,1,0,0
9,63,F,0,0,0,0
5,71,F,0,0,0,0
6,56,M,0,0,0,0
8,72,U,0,0,0,0
10,54,U,0,0,1,0
10,35,M,0,0,0,0
9,29,F,1,0,0,0
3,51,F,0,0,0,0
10,31,U,0,0,0,1
7,48,F,0,0,0,0
10,32,M,0,0,0,0
4,60,U,0,0,0,0
8,35,F,1,1,0,0
