@relation 'organics_s10_Training-weka.filters.unsupervised.attribute.Remove-R1-2,4,6-10,12-14,17-18,20-23,25-weka.filters.unsupervised.attribute.NumericToNominal-R2-6'

@attribute DemAge numeric
@attribute DemGender {U,F,M}
@attribute TargetBuy {0,1}
@attribute DemAffl_M {0,1}
@attribute DemAge_M {0,1}
@attribute DemGender_M {0,1}
@attribute DemAffl_Log numeric

@data
76,U,0,0,0,0,2.197225
65,U,0,0,0,1,1.94591
44,F,0,0,0,0,1.94591
39,F,0,0,0,0,2.397895
41,F,1,0,0,0,2.197225
44,F,0,0,0,0,2.197225
77,U,1,0,0,1,1.791759
55,F,0,0,0,0,1.94591
65,M,0,0,0,0,1.94591
54,F,0,0,0,0,2.302585
44,M,1,0,0,0,2.484907
48,M,0,0,0,0,2.197225
71,F,0,0,0,0,2.397895
36,F,1,0,0,0,2.564949
58,M,0,0,0,0,2.833213
67,F,0,0,0,0,1.94591
32,F,1,0,0,0,2.197225
47,F,1,0,0,0,2.484907
50,F,1,0,0,0,1.94591
69,U,0,0,0,1,1.94591
66,U,0,0,0,0,2.397895
41,F,1,0,0,0,2.890372
65,F,1,0,0,0,2.197225
55,U,0,0,0,0,2.397895
44,F,0,0,0,0,2.302585
60,F,0,0,0,0,1.94591
51,F,0,0,0,0,2.079442
48,M,1,0,0,0,2.639057
52,F,0,0,0,0,2.772589
31,F,0,1,0,0,2.197225
49,M,1,0,0,0,2.302585
76,M,0,0,0,0,1.791759
51,M,0,0,0,0,2.397895
79,F,1,0,0,0,2.302585
51,F,0,0,0,0,1.609438
78,M,0,0,0,0,2.079442
58,U,0,0,0,1,1.609438
50,F,0,0,0,0,2.302585
67,F,0,0,0,0,2.397895
79,U,0,0,0,0,2.079442
67,M,0,0,0,0,1.098612
73,U,0,0,0,0,1.791759
42,F,0,0,0,0,2.484907
47,M,0,0,0,0,2.302585
58,F,0,0,0,0,1.94591
61,U,0,0,0,1,1.791759
34,F,1,0,0,0,2.833213
31,F,0,0,0,0,2.197225
61,F,0,1,0,0,2.197225
37,U,1,0,0,1,2.833213
45,M,0,0,0,0,2.302585
50,F,0,0,0,0,2.484907
46,M,0,0,0,0,1.94591
42,F,1,0,0,0,2.564949
54,M,1,0,1,0,2.397895
35,F,1,0,0,0,2.197225
73,U,0,0,0,1,2.302585
54,F,0,0,1,0,2.197225
38,F,1,0,0,0,2.197225
73,M,0,0,0,0,1.609438
35,F,0,0,0,0,1.94591
59,F,0,1,0,0,2.197225
63,F,0,0,0,0,2.197225
34,M,0,0,0,0,1.386294
54,F,1,0,1,0,2.197225
61,M,0,0,0,0,2.197225
57,M,0,0,0,0,2.197225
47,F,0,1,0,0,2.197225
19,F,0,0,0,0,1.791759
36,F,1,0,0,0,2.564949
58,M,0,0,0,0,2.302585
48,M,0,0,0,0,1.791759
65,M,0,0,0,0,2.564949
56,F,0,0,0,0,1.791759
42,F,1,0,0,0,2.772589
75,M,0,0,0,0,1.609438
28,F,1,0,0,0,3.218876
59,F,0,0,0,0,2.772589
54,M,0,0,1,0,1.94591
40,U,0,0,0,0,2.397895
76,F,0,0,0,0,2.079442
47,M,0,0,0,0,2.197225
46,F,0,0,0,0,1.386294
42,F,0,0,0,0,1.791759
59,F,0,0,0,0,2.397895
59,F,0,0,0,0,1.94591
55,M,0,0,0,0,2.397895
64,M,0,0,0,0,1.791759
54,F,1,0,1,0,2.302585
59,F,0,0,0,0,2.197225
60,F,0,0,0,0,2.639057
39,M,0,0,0,0,2.302585
52,F,0,0,0,0,2.397895
55,M,0,0,0,0,1.94591
64,U,0,0,0,1,2.197225
66,M,0,0,0,0,2.397895
33,F,1,0,0,0,3.091042
60,F,0,0,0,0,1.791759
61,F,1,0,0,0,2.079442
35,F,1,0,0,0,2.639057
46,M,0,0,0,0,2.397895
54,M,0,0,1,0,2.302585
71,U,0,0,0,0,2.197225
64,F,0,0,0,0,2.484907
52,F,0,0,0,0,1.94591
61,U,0,0,0,0,2.079442
54,U,0,0,0,0,2.564949
71,F,0,0,0,0,2.197225
61,F,0,0,0,0,2.484907
71,M,0,0,0,0,1.791759
57,F,0,0,0,0,2.197225
40,U,0,0,0,1,1.94591
50,F,0,0,0,0,2.197225
71,F,0,0,0,0,1.791759
54,F,0,0,1,0,2.302585
60,F,0,0,0,0,2.397895
68,F,0,0,0,0,2.70805
47,F,0,0,0,0,2.079442
78,F,0,0,0,0,1.94591
38,F,1,0,0,0,2.484907
30,F,1,0,0,0,1.94591
35,F,1,0,0,0,1.94591
49,M,0,0,0,0,1.386294
67,F,0,0,0,0,2.70805
48,M,0,0,0,0,2.564949
56,F,0,0,0,0,2.484907
75,F,0,0,0,0,2.397895
60,F,1,0,0,0,2.639057
57,M,0,0,0,0,2.397895
53,M,1,0,0,0,2.944439
58,F,1,0,0,0,2.70805
55,F,0,0,0,0,2.197225
54,M,0,0,1,0,2.484907
34,M,1,0,0,0,1.791759
41,F,1,0,0,0,2.564949
77,M,0,0,0,0,2.197225
52,F,0,0,0,0,2.564949
53,F,0,0,0,0,2.564949
57,M,0,0,0,0,1.94591
44,F,1,0,0,0,2.833213
56,F,0,0,0,0,2.484907
49,M,0,0,0,0,2.079442
56,F,0,0,0,0,1.94591
46,F,0,0,0,0,2.639057
36,F,1,0,0,0,2.639057
53,F,1,0,0,0,2.564949
68,F,0,0,0,0,2.639057
54,F,0,0,1,0,2.484907
54,M,0,0,1,0,2.397895
40,M,0,0,0,0,2.772589
56,U,0,0,0,1,2.639057
52,F,0,0,0,0,1.791759
66,U,0,0,0,0,1.791759
50,U,0,0,0,1,1.94591
68,F,0,0,0,0,2.397895
44,U,0,0,0,0,1.791759
58,F,0,0,0,0,2.564949
48,M,0,0,0,0,2.079442
75,M,0,0,0,0,2.564949
55,U,0,0,0,1,1.791759
59,F,1,0,0,0,2.397895
55,F,0,0,0,0,1.94591
57,F,0,0,0,0,1.098612
44,M,1,0,0,0,2.484907
54,F,0,0,0,0,1.791759
44,F,0,0,0,0,2.772589
63,F,0,0,0,0,2.397895
49,F,1,0,0,0,2.302585
31,F,1,1,0,0,2.197225
53,F,0,0,0,0,2.564949
35,M,1,0,0,0,2.484907
59,F,0,0,0,0,2.484907
48,M,0,0,0,0,1.791759
54,M,0,0,1,0,2.197225
68,F,0,0,0,0,2.079442
70,F,0,0,0,0,2.079442
39,F,0,0,0,0,2.079442
56,F,0,0,0,0,2.302585
76,F,0,0,0,0,2.397895
33,F,1,0,0,0,2.639057
36,F,1,0,0,0,2.772589
69,M,0,0,0,0,2.302585
50,F,0,0,0,0,2.302585
66,M,0,0,0,0,2.302585
46,U,0,0,0,1,2.484907
58,F,0,0,0,0,2.302585
64,M,1,0,0,0,1.098612
68,F,0,0,0,0,2.302585
72,F,0,0,0,0,2.564949
47,U,0,0,0,0,2.302585
63,M,0,0,0,0,2.302585
74,F,1,0,0,0,2.890372
41,M,0,0,0,0,1.791759
31,F,0,0,0,0,2.397895
50,M,0,0,0,0,1.386294
59,U,0,0,0,1,1.609438
44,M,0,0,0,0,2.397895
51,M,0,0,0,0,1.386294
32,F,1,0,0,0,1.791759
45,M,0,0,0,0,1.94591
50,M,0,0,0,0,2.302585
70,F,0,0,0,0,2.302585
54,M,0,0,1,0,2.197225
64,U,0,0,0,1,2.079442
64,F,0,0,0,0,1.94591
38,M,0,0,0,0,2.397895
74,U,0,0,0,1,2.639057
34,F,1,0,0,0,2.70805
75,U,0,0,0,1,2.079442
79,F,0,0,0,0,1.94591
67,F,0,0,0,0,2.302585
30,F,1,0,0,0,2.397895
51,F,0,0,0,0,2.397895
73,M,1,0,0,0,2.639057
55,F,0,0,0,0,2.397895
60,M,0,1,0,0,2.197225
52,U,0,0,0,1,1.791759
30,U,0,0,0,1,1.791759
52,F,0,0,0,0,1.386294
77,U,0,0,0,0,1.94591
39,F,1,0,0,0,2.639057
52,M,1,0,0,0,2.197225
71,M,0,0,0,0,1.94591
69,M,0,0,0,0,2.397895
74,M,0,1,0,0,2.197225
66,F,0,0,0,0,1.791759
50,F,0,0,0,0,2.197225
40,F,0,0,0,0,1.609438
52,F,0,0,0,0,1.791759
32,F,1,0,0,0,2.397895
62,M,0,0,0,0,1.791759
75,M,0,0,0,0,1.94591
78,U,0,0,0,0,2.397895
40,U,1,0,0,1,1.791759
74,U,0,0,0,1,2.079442
50,F,0,0,0,0,1.609438
77,F,0,0,0,0,2.397895
59,U,0,0,0,1,2.079442
53,F,0,0,0,0,2.397895
36,F,1,0,0,0,2.772589
71,F,0,0,0,0,1.609438
40,F,0,0,0,0,1.94591
51,M,0,0,0,0,2.197225
59,F,1,0,0,0,2.70805
51,F,0,0,0,0,2.397895
32,U,1,0,0,1,2.772589
67,F,0,0,0,0,1.609438
68,F,0,0,0,0,2.484907
53,M,0,0,0,0,1.609438
65,U,0,0,0,0,2.197225
62,M,0,0,0,0,2.302585
60,F,0,0,0,0,2.639057
49,M,0,0,0,0,1.94591
35,F,1,0,0,0,2.564949
54,U,0,0,0,0,1.386294
45,U,0,0,0,1,1.94591
68,U,1,0,0,1,2.302585
58,M,0,0,0,0,2.70805
41,F,0,0,0,0,2.197225
40,F,1,0,0,0,2.197225
69,F,0,0,0,0,1.098612
77,F,0,0,0,0,2.079442
50,U,1,0,0,1,2.397895
64,F,0,0,0,0,2.484907
42,U,0,0,0,0,2.564949
67,F,0,0,0,0,2.079442
72,F,0,0,0,0,1.94591
34,F,0,0,0,0,2.397895
60,F,0,0,0,0,2.397895
66,F,0,0,0,0,2.302585
40,M,0,0,0,0,2.197225
66,F,0,0,0,0,2.197225
45,F,0,0,0,0,1.791759
40,M,1,0,0,0,2.70805
62,F,0,0,0,0,2.197225
32,F,1,0,0,0,1.386294
58,U,0,0,0,0,2.397895
60,F,0,0,0,0,1.94591
78,F,0,0,0,0,2.197225
49,F,1,0,0,0,2.484907
56,F,1,0,0,0,3.218876
49,M,0,0,0,0,1.94591
63,F,0,0,0,0,2.197225
60,U,0,0,0,0,1.609438
47,F,0,0,0,0,2.079442
53,M,0,0,0,0,2.079442
76,M,0,0,0,0,2.397895
66,M,0,0,0,0,1.791759
50,F,0,0,0,0,2.484907
53,F,0,0,0,0,2.079442
54,F,1,0,1,0,2.639057
60,F,0,0,0,0,1.94591
74,M,0,0,0,0,2.484907
61,U,0,1,0,1,2.197225
49,U,0,0,0,1,1.94591
73,F,0,0,0,0,1.94591
60,F,0,0,0,0,2.079442
42,F,0,0,0,0,2.197225
59,U,0,0,0,1,1.791759
67,M,0,0,0,0,1.386294
66,F,0,0,0,0,2.197225
53,U,0,0,0,1,1.94591
42,U,0,0,0,0,2.302585
63,F,0,0,0,0,1.94591
50,F,0,0,0,0,2.197225
68,F,0,0,0,0,2.197225
48,F,0,0,0,0,1.791759
66,F,0,0,0,0,2.079442
75,F,0,0,0,0,1.609438
44,F,0,0,0,0,2.302585
57,F,1,0,0,0,2.397895
57,F,0,1,0,0,2.197225
61,M,1,0,0,0,2.302585
54,F,0,0,1,0,1.94591
72,U,0,1,0,0,2.197225
50,F,1,0,0,0,2.302585
46,F,1,0,0,0,2.197225
62,F,1,0,0,0,2.079442
55,U,0,0,0,0,1.609438
39,F,0,0,0,0,1.791759
62,U,0,0,0,0,1.609438
67,F,1,0,0,0,2.079442
54,F,0,0,1,0,2.564949
69,M,0,0,0,0,2.197225
67,F,0,0,0,0,2.197225
66,M,0,0,0,0,1.94591
43,F,1,1,0,0,2.197225
65,U,0,0,0,1,2.079442
79,F,0,0,0,0,2.197225
51,M,0,0,0,0,2.484907
67,M,0,0,0,0,2.079442
42,M,0,0,0,0,2.197225
49,F,0,0,0,0,1.791759
42,M,0,0,0,0,1.791759
41,F,0,0,0,0,2.302585
38,F,1,0,0,0,2.564949
70,M,0,1,0,0,2.197225
44,F,1,1,0,0,2.197225
38,F,1,0,0,0,2.197225
47,F,0,0,0,0,2.079442
41,M,1,0,0,0,1.791759
68,F,1,0,0,0,2.397895
62,M,0,0,0,0,2.397895
55,M,0,0,0,0,2.484907
41,U,0,0,0,0,2.302585
55,F,0,0,0,0,2.079442
64,U,0,0,0,1,2.639057
68,F,0,0,0,0,2.079442
32,F,1,0,0,0,2.484907
79,M,0,0,0,0,2.079442
70,U,0,0,0,1,2.079442
48,M,0,0,0,0,2.302585
55,M,0,0,0,0,2.197225
54,M,0,0,1,0,2.302585
47,F,1,0,0,0,1.94591
58,M,0,0,0,0,2.564949
34,F,1,0,0,0,2.639057
55,M,0,0,0,0,2.397895
49,F,1,0,0,0,2.484907
36,F,1,0,0,0,2.639057
35,U,1,0,0,1,1.609438
36,M,0,0,0,0,2.397895
79,F,0,0,0,0,2.397895
32,F,1,0,0,0,2.397895
54,M,0,0,1,0,2.197225
60,M,0,0,0,0,2.772589
54,U,1,0,0,1,2.397895
76,M,0,0,0,0,2.484907
66,M,0,0,0,0,1.94591
58,F,0,1,0,0,2.197225
43,F,1,0,0,0,1.386294
72,U,0,0,0,1,2.197225
56,U,0,0,0,0,2.302585
62,U,0,0,0,1,2.484907
33,F,0,0,0,0,1.386294
50,F,0,0,0,0,2.079442
46,F,1,0,0,0,2.484907
46,F,0,0,0,0,2.397895
54,F,0,0,1,0,2.197225
56,M,0,0,0,0,2.397895
64,U,0,0,0,0,1.791759
51,F,0,0,0,0,2.197225
59,M,0,0,0,0,1.94591
50,F,0,0,0,0,1.94591
57,F,0,0,0,0,2.079442
45,F,0,0,0,0,2.197225
54,F,1,0,0,0,3.218876
51,F,0,0,0,0,2.302585
54,U,0,0,1,0,2.302585
52,F,0,0,0,0,1.791759
63,U,0,0,0,1,1.94591
71,F,0,0,0,0,1.386294
74,F,0,1,0,0,2.197225
41,M,1,0,0,0,2.833213
58,F,1,0,0,0,2.70805
63,F,0,0,0,0,1.94591
44,F,1,0,0,0,2.564949
63,F,1,0,0,0,2.079442
49,U,0,0,0,1,2.079442
70,F,0,0,0,0,1.791759
61,M,1,0,0,0,2.564949
70,F,0,0,0,0,2.302585
38,F,0,0,0,0,2.079442
39,F,1,0,0,0,2.70805
47,F,0,0,0,0,1.609438
59,F,1,0,0,0,2.079442
52,F,0,0,0,0,2.079442
69,M,0,0,0,0,1.609438
37,U,0,0,0,1,2.302585
58,F,1,0,0,0,2.302585
60,F,0,0,0,0,1.94591
35,F,0,0,0,0,1.94591
49,F,0,0,0,0,2.772589
76,F,0,0,0,0,2.079442
51,U,1,0,0,1,2.397895
43,U,0,0,0,1,1.791759
48,F,0,1,0,0,2.197225
38,M,0,0,0,0,1.94591
57,U,0,0,0,1,2.079442
45,U,0,0,0,0,1.386294
54,U,0,0,1,0,2.397895
32,F,0,0,0,0,2.197225
36,F,1,0,0,0,2.639057
41,M,0,0,0,0,2.197225
54,F,0,0,0,0,1.94591
36,F,1,0,0,0,2.639057
54,F,0,0,1,0,1.609438
41,M,0,0,0,0,2.197225
37,F,0,1,0,0,2.197225
51,F,0,0,0,0,1.098612
58,F,0,0,0,0,2.302585
35,M,0,0,0,0,2.197225
73,F,1,0,0,0,2.302585
59,U,0,0,0,1,2.302585
46,F,0,0,0,0,2.772589
44,M,1,1,0,0,2.197225
50,U,0,0,0,0,1.94591
56,F,0,0,0,0,2.079442
64,F,0,0,0,0,2.079442
77,M,0,0,0,0,1.609438
78,U,0,0,0,0,2.484907
61,U,0,0,0,1,1.94591
41,F,1,0,0,0,2.397895
44,F,1,0,0,0,2.833213
40,F,1,0,0,0,2.302585
34,U,0,0,0,1,2.197225
26,M,0,0,0,0,2.079442
54,F,0,0,1,0,1.94591
69,F,1,0,0,0,2.772589
57,U,0,0,0,0,2.564949
43,U,0,0,0,1,2.197225
62,M,0,0,0,0,2.397895
59,M,0,0,0,0,2.302585
64,M,0,0,0,0,1.94591
58,F,0,1,0,0,2.197225
43,U,0,1,0,1,2.197225
50,M,0,1,0,0,2.197225
41,U,0,0,0,1,2.639057
63,F,1,1,0,0,2.197225
65,F,1,0,0,0,2.397895
49,M,0,0,0,0,1.609438
52,F,0,0,0,0,2.484907
32,F,0,0,0,0,2.197225
61,M,0,1,0,0,2.197225
55,M,0,0,0,0,2.302585
66,F,0,0,0,0,2.302585
40,F,1,1,0,0,2.197225
36,F,0,0,0,0,2.302585
69,M,0,0,0,0,1.94591
60,U,0,0,0,0,1.94591
63,M,0,0,0,0,1.94591
45,F,0,0,0,0,1.791759
51,U,0,0,0,0,2.302585
49,F,0,0,0,0,2.833213
55,M,0,0,0,0,1.791759
61,F,0,0,0,0,2.397895
79,F,1,0,0,0,2.639057
71,M,0,0,0,0,1.386294
61,U,0,0,0,1,2.197225
37,M,1,0,0,0,3.091042
63,M,0,0,0,0,2.302585
46,F,0,0,0,0,2.079442
41,F,0,0,0,0,1.791759
55,F,0,0,0,0,2.197225
59,M,0,0,0,0,1.94591
54,U,0,0,1,0,1.791759
50,F,0,0,0,0,1.94591
51,F,0,0,0,0,2.197225
59,F,0,0,0,0,2.397895
48,F,0,0,0,0,2.302585
40,F,1,0,0,0,2.484907
51,F,0,0,0,0,2.197225
50,F,0,0,0,0,2.397895
51,U,0,0,0,0,2.302585
61,F,0,0,0,0,2.564949
37,F,0,0,0,0,2.079442
65,U,0,0,0,1,1.791759
51,F,0,0,0,0,1.791759
54,F,0,0,1,0,2.197225
31,F,1,0,0,0,2.079442
50,F,0,0,0,0,2.397895
35,F,0,0,0,0,1.94591
60,F,0,0,0,0,2.302585
62,F,1,1,0,0,2.197225
77,F,0,0,0,0,2.197225
77,U,0,0,0,0,2.302585
54,F,1,0,1,0,2.397895
69,U,0,0,0,1,1.791759
54,F,0,0,1,0,2.639057
67,U,0,0,0,1,2.397895
70,F,0,0,0,0,2.079442
54,U,0,0,1,0,1.386294
62,F,1,0,0,0,2.302585
75,F,0,0,0,0,2.079442
32,U,0,0,0,0,1.94591
61,U,0,0,0,0,2.079442
65,U,0,0,0,0,2.397895
36,F,1,0,0,0,2.397895
47,M,1,0,0,0,2.484907
60,M,0,0,0,0,2.197225
48,U,0,0,0,1,2.397895
51,F,0,0,0,0,1.791759
46,F,0,0,0,0,2.484907
61,U,0,0,0,0,2.079442
28,F,1,0,0,0,2.197225
38,M,0,0,0,0,2.564949
60,U,0,0,0,1,2.079442
74,U,0,0,0,0,2.302585
50,F,0,0,0,0,1.791759
45,M,0,0,0,0,1.791759
40,F,0,0,0,0,2.302585
61,M,0,0,0,0,2.302585
50,F,0,0,0,0,1.94591
54,M,0,0,1,0,1.94591
54,F,1,0,1,0,2.833213
64,M,0,0,0,0,1.791759
32,F,1,0,0,0,2.197225
55,M,0,0,0,0,1.94591
65,F,0,0,0,0,2.079442
50,F,0,0,0,0,2.079442
36,F,1,0,0,0,3.258097
75,F,0,0,0,0,2.197225
67,M,0,0,0,0,2.302585
48,U,0,0,0,1,1.386294
50,F,0,0,0,0,1.791759
38,U,1,0,0,0,3.135494
63,F,1,0,0,0,2.70805
48,F,0,0,0,0,2.397895
51,U,0,0,0,1,2.197225
41,F,0,0,0,0,1.791759
44,F,1,0,0,0,1.94591
43,F,1,0,0,0,2.772589
77,F,0,0,0,0,2.397895
77,U,0,1,0,1,2.197225
31,F,1,0,0,0,2.197225
34,F,1,0,0,0,3.258097
44,U,0,0,0,1,2.302585
45,M,0,0,0,0,2.079442
75,F,0,0,0,0,1.94591
39,M,0,0,0,0,2.302585
75,U,0,0,0,0,2.70805
65,F,0,0,0,0,2.772589
65,M,0,0,0,0,2.197225
53,M,1,0,0,0,2.995732
75,F,0,0,0,0,2.564949
34,M,1,0,0,0,2.397895
54,F,0,0,1,0,1.94591
41,U,0,0,0,1,2.397895
46,F,0,0,0,0,2.302585
45,U,0,0,0,0,2.484907
67,M,0,0,0,0,1.791759
72,M,0,0,0,0,2.302585
60,F,0,0,0,0,2.302585
58,U,0,0,0,0,2.564949
61,M,0,0,0,0,2.302585
50,F,1,0,0,0,3.044522
33,U,0,0,0,1,1.791759
37,F,1,0,0,0,2.484907
50,F,0,1,0,0,2.197225
72,F,0,0,0,0,1.94591
30,F,1,0,0,0,2.564949
65,U,0,0,0,1,2.484907
66,M,0,0,0,0,1.94591
52,M,0,0,0,0,2.397895
30,F,1,0,0,0,2.70805
43,M,0,0,0,0,1.94591
65,F,0,0,0,0,2.197225
60,F,0,0,0,0,2.484907
43,F,0,0,0,0,1.94591
74,F,0,0,0,0,2.079442
42,F,1,0,0,0,2.564949
57,U,1,0,0,1,3.044522
64,F,0,0,0,0,2.944439
59,F,1,0,0,0,2.564949
58,F,0,0,0,0,1.94591
46,M,0,0,0,0,2.197225
42,F,1,1,0,0,2.197225
50,F,0,0,0,0,2.079442
51,M,0,0,0,0,2.564949
45,F,0,0,0,0,2.079442
39,F,1,0,0,0,2.197225
45,M,0,0,0,0,2.890372
50,F,0,0,0,0,1.94591
32,F,1,0,0,0,2.639057
59,M,0,0,0,0,2.397895
56,M,0,0,0,0,2.197225
50,M,0,0,0,0,2.197225
65,M,0,0,0,0,1.791759
38,F,1,0,0,0,2.833213
64,F,1,0,0,0,2.079442
51,F,0,0,0,0,2.079442
54,F,0,0,1,0,1.94591
50,F,0,0,0,0,2.833213
61,F,1,0,0,0,2.995732
64,F,1,0,0,0,2.197225
49,U,0,0,0,1,2.079442
63,M,1,0,0,0,2.397895
59,F,1,0,0,0,2.484907
36,F,1,0,0,0,1.94591
45,F,0,1,0,0,2.197225
71,M,0,0,0,0,2.079442
50,U,0,0,0,1,2.484907
60,U,0,0,0,1,1.609438
57,F,0,0,0,0,1.609438
39,F,1,0,0,0,2.484907
63,F,0,0,0,0,2.639057
70,U,0,0,0,0,2.197225
55,M,1,0,0,0,2.772589
49,F,0,0,0,0,1.609438
50,M,0,0,0,0,2.197225
71,M,0,0,0,0,2.564949
61,F,1,1,0,0,2.197225
40,U,0,0,0,1,2.302585
52,F,0,0,0,0,2.302585
69,U,0,0,0,0,2.079442
71,F,0,0,0,0,2.079442
69,U,0,0,0,1,2.639057
53,U,0,0,0,0,2.197225
68,M,0,0,0,0,2.197225
54,M,0,0,1,0,1.386294
48,M,0,0,0,0,2.197225
67,U,0,0,0,0,2.397895
28,U,0,0,0,0,2.079442
75,F,1,1,0,0,2.197225
63,F,1,0,0,0,2.197225
60,M,1,0,0,0,2.079442
37,F,0,0,0,0,2.197225
54,M,0,0,1,0,1.791759
73,U,0,0,0,0,2.397895
54,F,1,0,1,0,2.995732
67,U,0,0,0,0,2.197225
52,F,0,1,0,0,2.197225
41,F,0,0,0,0,1.791759
44,F,0,0,0,0,1.098612
62,F,0,0,0,0,2.079442
38,F,0,0,0,0,2.197225
35,F,1,0,0,0,2.079442
54,F,0,0,1,0,2.197225
39,U,0,0,0,0,2.197225
57,U,0,0,0,1,2.564949
64,M,0,0,0,0,2.197225
50,M,0,0,0,0,1.386294
61,M,0,0,0,0,1.94591
48,U,0,0,0,1,2.639057
42,F,0,0,0,0,2.302585
70,U,0,0,0,0,2.079442
50,U,1,0,0,1,2.944439
49,U,0,0,0,1,2.197225
54,M,1,0,1,0,2.302585
79,F,0,0,0,0,2.197225
37,F,1,0,0,0,2.833213
46,F,0,0,0,0,2.302585
38,M,0,0,0,0,2.484907
54,M,0,0,1,0,2.70805
34,F,1,0,0,0,1.94591
72,F,0,0,0,0,1.609438
41,F,1,0,0,0,2.639057
61,F,0,0,0,0,1.94591
54,F,0,0,0,0,2.079442
53,F,0,0,0,0,2.197225
54,U,0,0,0,1,2.302585
39,U,0,0,0,0,2.302585
47,M,0,0,0,0,2.772589
37,F,1,0,0,0,2.197225
42,F,1,0,0,0,2.397895
74,F,1,0,0,0,2.397895
53,M,0,0,0,0,1.94591
62,M,0,0,0,0,1.94591
48,F,0,0,0,0,2.397895
55,F,0,0,0,0,2.639057
44,M,0,1,0,0,2.197225
56,U,0,1,0,1,2.197225
59,F,0,0,0,0,2.197225
60,F,1,0,0,0,2.564949
63,M,0,0,0,0,2.639057
43,F,1,0,0,0,2.833213
47,F,0,0,0,0,2.079442
38,F,0,0,0,0,2.079442
65,F,0,0,0,0,1.94591
56,F,0,0,0,0,2.639057
68,F,0,0,0,0,1.94591
54,F,0,0,1,0,2.639057
50,F,0,0,0,0,2.564949
54,M,0,0,1,0,2.397895
68,F,1,0,0,0,2.70805
50,F,0,1,0,0,2.197225
60,F,0,0,0,0,1.791759
55,F,0,0,0,0,2.484907
34,M,0,0,0,0,2.079442
57,U,0,0,0,1,2.302585
64,U,0,0,0,1,2.484907
33,F,0,0,0,0,2.302585
72,M,0,0,0,0,1.386294
43,F,1,0,0,0,1.791759
77,M,0,0,0,0,2.397895
54,M,0,1,0,0,2.197225
60,F,0,0,0,0,2.302585
71,M,0,1,0,0,2.197225
35,F,1,0,0,0,2.70805
51,F,1,0,0,0,1.791759
66,M,0,0,0,0,2.079442
56,M,0,0,0,0,2.197225
36,M,1,0,0,0,2.484907
66,F,0,0,0,0,2.079442
60,F,0,0,0,0,2.484907
61,F,0,0,0,0,1.94591
61,M,0,0,0,0,1.94591
36,F,0,0,0,0,1.94591
68,U,0,0,0,0,1.791759
75,F,0,0,0,0,2.564949
49,M,0,0,0,0,1.94591
45,M,0,0,0,0,2.484907
59,M,0,0,0,0,1.791759
36,M,0,0,0,0,2.484907
69,F,0,0,0,0,2.079442
55,F,0,0,0,0,1.386294
59,F,0,0,0,0,2.079442
66,M,0,1,0,0,2.197225
33,M,1,0,0,0,3.332205
55,M,0,0,0,0,1.791759
72,F,0,0,0,0,1.94591
72,F,0,0,0,0,1.609438
62,F,1,0,0,0,2.302585
79,M,0,0,0,0,2.397895
76,F,1,0,0,0,1.791759
47,U,0,0,0,1,1.386294
36,U,0,0,0,0,1.791759
51,F,1,0,0,0,2.484907
42,F,1,0,0,0,2.772589
63,M,0,0,0,0,2.302585
61,F,0,0,0,0,2.639057
74,F,0,0,0,0,2.079442
48,F,1,0,0,0,2.302585
54,U,0,0,1,1,2.197225
69,U,0,0,0,1,2.397895
69,F,0,0,0,0,1.609438
71,U,0,0,0,1,2.833213
58,M,0,0,0,0,2.197225
47,F,0,0,0,0,2.079442
38,F,1,0,0,0,2.639057
43,F,1,0,0,0,2.772589
44,F,1,0,0,0,2.397895
52,M,0,0,0,0,2.302585
34,F,1,0,0,0,2.564949
34,F,1,0,0,0,2.639057
49,M,1,0,0,0,2.197225
63,U,0,0,0,0,2.079442
54,U,0,0,1,1,2.197225
44,M,0,0,0,0,1.94591
42,M,0,0,0,0,2.397895
74,M,0,0,0,0,2.197225
36,F,0,0,0,0,1.94591
79,F,0,0,0,0,2.397895
40,F,1,0,0,0,1.94591
55,F,0,0,0,0,2.397895
54,U,0,0,1,1,2.079442
53,F,0,0,0,0,1.098612
61,M,0,0,0,0,1.386294
56,F,0,0,0,0,2.302585
54,F,0,0,1,0,2.079442
37,F,1,0,0,0,2.302585
30,U,0,0,0,1,1.94591
57,F,0,0,0,0,2.639057
37,F,1,0,0,0,2.484907
68,U,0,0,0,1,1.791759
55,M,1,0,0,0,2.302585
36,F,1,0,0,0,2.772589
78,F,1,0,0,0,1.791759
50,M,0,0,0,0,2.079442
37,F,1,1,0,0,2.197225
54,U,0,0,1,0,2.302585
56,F,0,0,0,0,2.079442
63,M,0,0,0,0,2.302585
71,U,0,0,0,0,1.94591
54,F,1,0,1,0,2.079442
67,M,0,0,0,0,1.791759
53,F,1,0,0,0,2.079442
70,F,0,0,0,0,2.302585
72,F,0,0,0,0,2.302585
56,M,0,0,0,0,2.079442
37,F,0,0,0,0,2.079442
65,U,0,1,0,0,2.197225
50,F,1,0,0,0,2.397895
59,F,0,0,0,0,1.94591
66,M,0,0,0,0,1.791759
77,F,0,0,0,0,2.302585
41,U,0,0,0,0,2.397895
76,F,0,0,0,0,1.94591
52,F,0,0,0,0,1.94591
71,F,0,0,0,0,2.564949
61,U,0,0,0,1,2.772589
