ID,DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,PromClass_Dummy_Platinum,PromClass_Dummy_Gold,PromClass_Dummy_Silver,DemAffl_M,DemAge_M,PromTime_M,DemClusterGroup_M,DemGender_M,DemReg_M,DemTVReg_M,promSpend_Log,promTime_Log,DemAffl_Log
13701223,5,49,A,F,South East,London,Gold,12106.7,7,0,0,1,0,0,0,0,0,0,0,0,9.4015968928,2.0794415417,1.7917594692
13702084,8,39,F,F,South East,London,Gold,10000,4,0,0,1,0,0,0,0,0,0,0,0,9.210440367,1.6094379124,2.1972245773
13702432,5,58,D,F,Midlands,Wales & West,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,1.7917594692
13707345,5,42,E,M,North,Yorkshire,Silver,3000,8,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.1972245773,1.7917594692
13710591,9,41,E,F,Scottish,N Scot,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.302585093
13710923,7,50,U,F,North,N West,Silver,4534.11,1,0,0,0,1,0,0,0,1,0,0,0,8.419604618,0.6931471806,2.0794415417
13715577,8,60,D,F,South East,London,Gold,6000,5,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.7917594692,2.1972245773
13718525,12,38,F,F,Unknown,Unknown,Tin,0.01,8,1,0,0,0,0,0,0,0,0,1,1,0.0099503309,2.1972245773,2.5649493575
13720066,4,59,D,U,Midlands,Midlands,Gold,6000,3,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.3862943611,1.6094379124
13721437,14,42,C,F,North,N West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.7080502011
13721771,8,70,C,M,South East,London,Tin,0.01,7,0,0,0,0,1,0,0,0,0,0,0,0.0099503309,2.0794415417,2.1972245773
13724169,8,44,F,F,North,N West,Tin,0.01,7,1,0,0,0,1,0,0,0,0,0,0,0.0099503309,2.0794415417,2.1972245773
13725076,8,38,B,F,Midlands,Midlands,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.1972245773
13725467,7,47,E,F,North,Yorkshire,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.0794415417
13726781,9,72,E,F,South East,S & S East,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.302585093
13730568,5,41,C,M,South East,London,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,1.7917594692
13732064,10,68,C,F,South East,S & S East,Silver,5000,4,1,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.6094379124,2.3978952728
13732633,10,62,F,M,Midlands,Wales & West,Gold,14000,25,0,0,1,0,0,0,0,0,0,0,0,9.5468840346,3.258096538,2.3978952728
13734024,11,55,A,M,North,N West,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.7917594692,2.4849066498
13735683,9,62,C,U,South East,S & S East,Silver,1149.47,19,0,0,0,1,0,0,0,0,0,0,0,7.0479258335,2.9957322736,2.302585093
13736914,9,41,F,U,Scottish,Border,Silver,300,8,0,0,0,1,0,0,0,0,0,0,0,5.7071102647,2.1972245773,2.302585093
13739409,4,64,D,M,North,N West,Gold,8000,5,0,0,1,0,0,0,0,0,0,0,0,8.9873218129,1.7917594692,1.6094379124
13741705,7,55,C,F,Scottish,N Scot,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.0794415417
13744526,4,73,A,F,Midlands,Midlands,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,1.6094379124
13746391,13,64,E,U,North,Yorkshire,Silver,3000,1,0,0,0,1,0,0,0,0,1,0,0,8.0067008454,0.6931471806,2.6390573296
13749455,7,68,B,F,Scottish,C Scotland,Gold,6053.35,7,0,0,1,0,0,0,0,0,0,0,0,8.7085323009,2.0794415417,2.0794415417
13750690,11,32,D,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.4849066498
13752251,7,79,A,M,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.0794415417
13753479,7,70,D,U,North,Yorkshire,Silver,5000,3,0,0,0,1,0,0,0,0,1,0,0,8.5173931714,1.3862943611,2.0794415417
13753762,9,48,F,M,North,Yorkshire,Silver,3000.01,8,0,0,0,1,0,0,0,0,0,0,0,8.0067041777,2.1972245773,2.302585093
13754459,8,55,A,M,North,N West,Gold,10250,11,0,0,1,0,0,0,0,0,0,0,0,9.2351305408,2.4849066498,2.1972245773
13757113,9,54,F,M,South East,London,Tin,0.01,5,0,0,0,0,0,1,0,0,0,0,0,0.0099503309,1.7917594692,2.302585093
13758004,6,47,C,F,Midlands,East,Gold,6000,1,1,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,1.9459101491
13760289,12,58,C,M,South East,London,Gold,12000,2,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,1.0986122887,2.5649493575
13762435,13,34,A,F,South East,S & S East,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.6390573296
13763822,10,55,D,M,South East,S & S East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.3978952728
13770802,6,40,F,F,North,N East,Silver,50.02,8,0,0,0,1,0,0,0,0,0,0,0,3.9322177127,2.1972245773,1.9459101491
13778048,11,49,D,F,North,Yorkshire,Gold,6000,5,1,0,1,0,0,0,0,0,0,0,0,8.699681401,1.7917594692,2.4849066498
13781855,8,52,B,F,Midlands,Wales & West,Tin,0.01,9,1,0,0,0,1,0,0,0,0,0,0,0.0099503309,2.302585093,2.1972245773
13783890,13,36,F,F,Midlands,Midlands,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.6390573296
13787683,4,35,F,U,Midlands,East,Tin,0.01,4,1,0,0,0,0,0,0,0,1,0,0,0.0099503309,1.6094379124,1.6094379124
13790242,10,36,B,M,South East,London,Silver,2000,9,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,2.302585093,2.3978952728
13791400,10,79,C,F,Midlands,East,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,2.3978952728
13792903,12,63,C,M,Midlands,East,Silver,1000,9,1,0,0,1,0,0,0,0,0,0,0,6.9087547793,2.302585093,2.5649493575
13793454,2,63,C,U,South East,London,Gold,12500,1,0,0,1,0,0,0,0,0,0,0,0,9.4335639201,0.6931471806,1.0986122887
13793896,10,32,F,F,North,N West,Silver,25.79,8,1,0,0,1,0,0,0,0,0,0,0,3.2880286836,2.1972245773,2.3978952728
13794884,8,54,B,M,South East,London,Silver,5000,11,0,0,0,1,0,1,0,0,0,0,0,8.5173931714,2.4849066498,2.1972245773
13796410,13,31,F,F,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.6390573296
13797530,15,60,C,M,North,Yorkshire,Platinum,20937.6,8,0,1,0,0,0,0,0,0,0,0,0,9.9493496245,2.1972245773,2.7725887222
13802364,10,54,D,U,South East,London,Gold,6053.34,4,1,0,1,0,0,0,0,0,1,0,0,8.7085306492,1.6094379124,2.3978952728
13804944,11,76,E,M,Midlands,Wales & West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.4849066498
13805681,6,66,C,M,Midlands,Wales & West,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.9459101491
13806890,5,32,B,M,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.7917594692
13809830,5,50,D,M,South West,S West,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.7917594692
13810448,8,58,U,F,Midlands,Ulster,Gold,10000,4,0,0,1,0,1,0,0,1,0,0,0,9.210440367,1.6094379124,2.1972245773
13815776,7,69,A,U,South East,London,Silver,4500,8,0,0,0,1,0,0,0,0,1,0,0,8.4120548733,2.1972245773,2.0794415417
13818740,3,43,D,F,South East,London,Gold,5700,11,1,0,1,0,0,0,0,0,0,0,0,8.648396877,2.4849066498,1.3862943611
13820273,8,72,D,U,Midlands,Wales & West,Silver,420.02,6,0,0,0,1,0,0,0,0,1,0,0,6.0426803385,1.9459101491,2.1972245773
13821288,11,42,E,F,Midlands,Wales & West,Silver,1000,1,1,0,0,1,0,0,0,0,0,0,0,6.9087547793,0.6931471806,2.4849066498
13822942,9,56,B,U,South East,S & S East,Silver,2000,1,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,0.6931471806,2.302585093
13826417,11,62,B,U,South East,London,Platinum,20423.74,3,0,1,0,0,0,0,0,0,1,0,0,9.9245021901,1.3862943611,2.4849066498
13833022,7,54,E,M,South East,London,Silver,2400,8,0,0,0,1,0,1,0,0,0,0,0,7.7836405962,2.1972245773,2.0794415417
13834029,3,33,F,F,Midlands,Midlands,Silver,4100,1,0,0,0,1,0,0,0,0,0,0,0,8.3189861254,0.6931471806,1.3862943611
13834517,14,69,B,F,Scottish,C Scotland,Gold,10001.74,4,1,0,1,0,0,0,0,0,0,0,0,9.2106143344,1.6094379124,2.7080502011
13839500,8,47,F,M,South East,London,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,2.1972245773
13839845,7,50,D,F,Midlands,Wales & West,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,2.0794415417
13840355,11,46,D,F,North,N West,Tin,0.01,10,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.3978952728,2.4849066498
13840657,10,46,B,F,Midlands,Midlands,Gold,5526.35,5,0,0,1,0,0,0,0,0,0,0,0,8.6174637753,1.7917594692,2.3978952728
13842463,4,47,E,F,South East,London,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.6094379124
13842730,8,54,A,F,North,N West,Gold,6000,5,0,0,1,0,0,1,0,0,0,0,0,8.699681401,1.7917594692,2.1972245773
13846051,10,56,B,M,South East,S & S East,Gold,6000,5,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.7917594692,2.3978952728
13846833,4,50,D,F,South East,London,Gold,6250,3,1,0,1,0,0,0,0,0,0,0,0,8.7404967299,1.3862943611,1.6094379124
13847899,6,65,F,F,North,Yorkshire,Silver,1000,24,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,3.2188758249,1.9459101491
13848348,5,64,D,U,Scottish,C Scotland,Gold,6000,8,0,0,1,0,0,0,0,0,0,0,0,8.699681401,2.1972245773,1.7917594692
13854089,8,51,F,F,South West,S West,Gold,6000,5,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.7917594692,2.1972245773
13854747,6,59,C,M,North,N West,Silver,3000,5,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,1.7917594692,1.9459101491
13855905,6,50,D,F,Midlands,Midlands,Silver,800,9,0,0,0,1,0,0,0,0,0,0,0,6.6858609471,2.302585093,1.9459101491
13858106,7,57,C,F,North,N West,Gold,5800,6,0,0,1,0,0,0,0,0,0,0,0,8.6657855955,1.9459101491,2.0794415417
13864769,6,48,F,F,South East,S & S East,Silver,2000,5,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,1.7917594692,1.9459101491
13868446,8,50,E,F,North,N East,Silver,1000,5,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.7917594692,2.1972245773
13868608,8,45,E,F,Midlands,Wales & West,Tin,0.01,11,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.4849066498,2.1972245773
13869019,24,54,C,F,North,N West,Silver,1000,5,1,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.7917594692,3.2188758249
13869566,9,51,A,F,North,N West,Silver,1150,3,0,0,0,1,0,0,0,0,0,0,0,7.0483864087,1.3862943611,2.302585093
13876589,9,54,D,U,Midlands,East,Silver,1050,2,0,0,0,1,0,1,0,0,0,0,0,6.9574973709,1.0986122887,2.302585093
13877089,5,52,F,F,South East,London,Silver,300,9,0,0,0,1,0,0,0,0,0,0,0,5.7071102647,2.302585093,1.7917594692
13877127,6,63,A,U,Midlands,Midlands,Silver,1000,6,0,0,0,1,0,0,0,0,1,0,0,6.9087547793,1.9459101491,1.9459101491
13880055,11,55,F,U,South East,London,Tin,0.01,8,1,0,0,0,0,0,0,0,1,0,0,0.0099503309,2.1972245773,2.4849066498
13882325,3,71,E,F,Midlands,Midlands,Gold,17634.66,3,0,0,1,0,0,0,0,0,0,0,0,9.7776782675,1.3862943611,1.3862943611
13885596,7,56,C,M,North,N West,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.0794415417
13887882,8,74,D,F,South East,S & S East,Gold,12000,30,0,0,1,0,1,0,0,0,0,0,0,9.3927452586,3.4339872045,2.1972245773
13892703,16,41,E,M,Midlands,Midlands,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.8332133441
13894749,10,54,C,F,Unknown,Unknown,Tin,0.01,5,0,0,0,0,0,1,0,0,0,1,1,0.0099503309,1.7917594692,2.3978952728
13895230,1,60,D,F,North,Yorkshire,Silver,1000,13,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,2.6390573296,0.6931471806
13896288,14,58,C,F,Scottish,C Scotland,Platinum,20268.84,3,1,1,0,0,0,0,0,0,0,0,0,9.916889346,1.3862943611,2.7080502011
13898132,10,63,B,U,Midlands,Wales & West,Gold,12160.99,7,0,0,1,0,0,0,0,0,0,0,0,9.4060707934,2.0794415417,2.3978952728
13900811,4,59,D,F,North,N West,Gold,5045.68,9,0,0,1,0,0,0,0,0,0,0,0,8.5264858803,2.302585093,1.6094379124
13906232,8,65,D,F,South East,S & S East,Silver,4000,5,0,0,0,1,0,0,0,0,0,0,0,8.2942996089,1.7917594692,2.1972245773
13906674,6,63,A,F,Midlands,Wales & West,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,1.9459101491
13909479,12,44,D,F,South East,S & S East,Silver,3000,7,1,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.0794415417,2.5649493575
13913573,7,61,U,F,North,Yorkshire,Tin,0.01,5,0,0,0,0,0,0,0,1,0,0,0,0.0099503309,1.7917594692,2.0794415417
13914502,7,63,U,F,Midlands,Ulster,Gold,6000,1,1,0,1,0,0,0,0,1,0,0,0,8.699681401,0.6931471806,2.0794415417
13915371,8,36,C,F,South East,S & S East,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.1972245773
13916556,7,49,F,U,Midlands,Midlands,Tin,0.01,4,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,1.6094379124,2.0794415417
13919040,5,70,C,F,South East,S & S East,Platinum,53000,6,0,1,0,0,0,0,0,0,0,0,0,10.87806606,1.9459101491,1.7917594692
13920014,12,61,B,M,North,N West,Gold,12000,6,1,0,1,0,0,0,0,0,0,0,0,9.3927452586,1.9459101491,2.5649493575
13922963,8,64,B,F,Midlands,Midlands,Platinum,40000,6,0,1,0,0,0,0,0,0,0,0,0,10.596659733,1.9459101491,2.1972245773
13923005,9,70,U,F,Midlands,Wales & West,Tin,0.01,8,0,0,0,0,0,0,0,1,0,0,0,0.0099503309,2.1972245773,2.302585093
13924621,6,56,C,F,South East,London,Gold,12000,7,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,2.0794415417,1.9459101491
13927701,7,38,F,F,South East,London,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.0794415417
13930680,14,39,D,F,South East,London,Gold,5900,8,1,0,1,0,0,0,0,0,0,0,0,8.6828771071,2.1972245773,2.7080502011
13932977,4,47,D,F,Scottish,Border,Silver,3000,10,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.3978952728,1.6094379124
13934384,7,59,B,F,South East,London,Silver,100,1,1,0,0,1,0,0,0,0,0,0,0,4.6151205168,0.6931471806,2.0794415417
13935380,7,52,C,F,Midlands,Midlands,Silver,5000,2,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.0986122887,2.0794415417
13935615,4,69,B,M,Midlands,Wales & West,Gold,12000,11,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,2.4849066498,1.6094379124
13936360,9,37,E,U,Midlands,Wales & West,Tin,0.01,7,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,2.0794415417,2.302585093
13936565,7,63,F,M,Midlands,Midlands,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.7917594692,2.0794415417
13937626,12,63,F,F,North,N East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.5649493575
13943049,7,74,C,M,South East,S & S East,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.0794415417
13944789,9,58,B,F,Midlands,Wales & West,Gold,12000,5,1,0,1,0,0,0,1,0,0,0,0,9.3927452586,1.7917594692,2.302585093
13945289,7,77,D,F,North,N West,Silver,400,10,0,0,0,1,0,0,0,0,0,0,0,5.9939614273,2.3978952728,2.0794415417
13945408,6,60,B,F,Scottish,C Scotland,Silver,3000,5,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,1.7917594692,1.9459101491
13947974,6,35,U,F,Midlands,Midlands,Silver,2000.01,9,0,0,0,1,0,0,0,1,0,0,0,7.6014073321,2.302585093,1.9459101491
13949136,11,66,F,F,South East,London,Silver,1000,8,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,2.1972245773,2.4849066498
13952471,15,49,E,F,North,Yorkshire,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.7725887222
13953109,7,76,B,F,Midlands,Midlands,Silver,2500,6,0,0,0,1,0,0,0,0,0,0,0,7.8244459309,1.9459101491,2.0794415417
13955640,9,39,D,F,South East,London,Silver,3000,9,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.302585093,2.302585093
13956396,10,69,C,U,Scottish,Border,Gold,10000,25,0,0,1,0,0,0,0,0,1,0,0,9.210440367,3.258096538,2.3978952728
13957317,8,33,D,F,Midlands,Midlands,Gold,6000,5,1,0,1,0,1,0,0,0,0,0,0,8.699681401,1.7917594692,2.1972245773
13958372,9,70,D,M,South West,S West,Gold,6053.35,7,0,0,1,0,0,0,0,0,0,0,0,8.7085323009,2.0794415417,2.302585093
13962663,10,51,D,U,South East,London,Silver,600.01,6,1,0,0,1,0,0,0,0,1,0,0,6.3986115733,1.9459101491,2.3978952728
13968017,10,47,E,M,Midlands,Wales & West,Silver,2000,2,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,1.0986122887,2.3978952728
13968548,6,62,B,F,South East,S & S East,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.7917594692,1.9459101491
13970984,5,57,C,M,North,N East,Tin,0.01,9,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.302585093,1.7917594692
13971441,5,43,A,U,South East,London,Silver,3000,8,0,0,0,1,0,0,0,0,1,0,0,8.0067008454,2.1972245773,1.7917594692
13974130,9,39,B,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.302585093
13974181,13,58,B,F,South East,London,Silver,2000,8,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,2.1972245773,2.6390573296
13978608,8,48,D,F,Midlands,Midlands,Silver,2000,12,0,0,0,1,1,0,0,0,0,0,0,7.6014023346,2.5649493575,2.1972245773
13980165,6,38,B,M,South East,S & S East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.9459101491
13983717,6,78,U,F,Scottish,N Scot,Silver,4884.25,12,0,0,0,1,0,0,0,1,0,0,0,8.4939757402,2.5649493575,1.9459101491
13984403,7,57,B,U,South East,London,Gold,6000,2,0,0,1,0,0,0,0,0,1,0,0,8.699681401,1.0986122887,2.0794415417
13984616,3,45,F,U,North,Yorkshire,Silver,2000,5,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,1.7917594692,1.3862943611
13984772,10,54,C,U,South East,London,Tin,0.01,9,0,0,0,0,0,1,0,0,0,0,0,0.0099503309,2.302585093,2.3978952728
13984993,6,76,U,F,Midlands,Midlands,Silver,500,20,0,0,0,1,0,0,0,1,0,0,0,6.2166061011,3.0445224377,1.9459101491
13986090,11,65,C,F,South East,London,Gold,12433.27,4,1,0,1,0,0,0,0,0,0,0,0,9.4282116492,1.6094379124,2.4849066498
13989294,5,52,E,M,North,Yorkshire,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,1.7917594692
13993895,10,52,F,M,Midlands,Midlands,Silver,2000,1,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,0.6931471806,2.3978952728
13994557,8,32,E,F,South East,S & S East,Platinum,39257.79,5,0,1,0,0,0,0,0,0,0,0,0,10.577930647,1.7917594692,2.1972245773
13994972,6,67,B,M,Midlands,Midlands,Gold,12158.67,8,0,0,1,0,0,0,0,0,0,0,0,9.405880017,2.1972245773,1.9459101491
13996819,9,62,F,F,South East,London,Gold,6107.64,5,1,0,1,0,0,0,0,0,0,0,0,8.7174594415,1.7917594692,2.302585093
13997475,13,36,B,F,South East,London,Silver,0.02,5,1,0,0,1,0,0,0,0,0,0,0,0.0198026273,1.7917594692,2.6390573296
13998668,8,41,C,M,North,N West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
14000202,6,54,E,F,North,N East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,1.9459101491
14004151,6,46,A,M,North,N West,Gold,9000,8,0,0,1,0,0,0,0,0,0,0,0,9.1050909613,2.1972245773,1.9459101491
14012324,7,41,F,F,Midlands,Midlands,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.0794415417
14014246,13,36,B,F,South East,London,Silver,2000,7,1,0,0,1,0,0,0,0,0,0,0,7.6014023346,2.0794415417,2.6390573296
14016931,4,54,C,F,North,N West,Silver,1000,11,0,0,0,1,0,1,0,0,0,0,0,6.9087547793,2.4849066498,1.6094379124
14017423,8,41,F,M,North,N East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
14017741,8,54,B,F,North,N East,Gold,6000,1,0,0,1,0,1,1,0,0,0,0,0,8.699681401,0.6931471806,2.1972245773
14024330,8,37,D,F,South East,London,Silver,350,6,0,0,0,1,1,0,0,0,0,0,0,5.8607862235,1.9459101491,2.1972245773
14025140,2,51,D,F,South East,London,Platinum,20712,3,0,1,0,0,0,0,0,0,0,0,0,9.9385168015,1.3862943611,1.0986122887
14027119,9,58,C,F,Midlands,Midlands,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.9459101491,2.302585093
14027585,13,65,F,F,South West,S West,Silver,4000,2,1,0,0,1,0,0,0,0,0,0,0,8.2942996089,1.0986122887,2.6390573296
14029510,6,47,F,F,North,Yorkshire,Silver,3000,1,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,0.6931471806,1.9459101491
14029936,8,35,A,M,North,N West,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.9459101491,2.1972245773
14031302,9,73,E,F,South West,S West,Silver,3000.01,7,1,0,0,1,0,0,0,0,0,0,0,8.0067041777,2.0794415417,2.302585093
14031760,9,59,B,U,Midlands,East,Silver,100,2,0,0,0,1,0,0,0,0,1,0,0,4.6151205168,1.0986122887,2.302585093
14038307,15,46,F,F,North,N West,Silver,1000,4,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.6094379124,2.7725887222
14038447,8,51,D,M,North,N East,Tin,0.01,5,1,0,0,0,0,0,1,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
14040506,8,44,C,M,Midlands,East,Silver,100,10,1,0,0,1,1,0,0,0,0,0,0,4.6151205168,2.3978952728,2.1972245773
14041804,10,37,F,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.3978952728
14045931,10,54,E,M,South East,London,Tin,0.01,4,1,0,0,0,0,1,0,0,0,0,0,0.0099503309,1.6094379124,2.3978952728
14050234,6,50,C,U,South East,London,Gold,16000,5,0,0,1,0,0,0,0,0,0,0,0,9.6804064993,1.7917594692,1.9459101491
14051079,9,37,B,F,South East,London,Silver,2300,7,0,0,0,1,0,0,0,0,0,0,0,7.74109909,2.0794415417,2.302585093
14051370,7,56,B,F,North,N West,Silver,500,12,0,0,0,1,0,0,0,0,0,0,0,6.2166061011,2.5649493575,2.0794415417
14052326,7,64,B,F,Midlands,Midlands,Silver,4459.17,19,0,0,0,1,0,0,0,0,0,0,0,8.4029421609,2.9957322736,2.0794415417
14060329,4,77,B,M,South East,S & S East,Gold,12000,9,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,2.302585093,1.6094379124
14061716,11,78,D,U,Midlands,Wales & West,Gold,6000,10,0,0,1,0,0,0,0,0,0,0,0,8.699681401,2.3978952728,2.4849066498
14062712,6,61,F,U,South West,S West,Gold,16349.66,8,0,0,1,0,0,0,0,0,1,0,0,9.7020235425,2.1972245773,1.9459101491
14063913,10,41,F,F,Unknown,Unknown,Tin,0.01,8,1,0,0,0,0,0,0,0,0,1,1,0.0099503309,2.1972245773,2.3978952728
14067668,16,44,C,F,Scottish,N Scot,Silver,211,3,1,0,0,1,0,0,0,0,0,0,0,5.3565862747,1.3862943611,2.8332133441
14073196,9,40,A,F,South East,London,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.302585093
14074168,15,29,F,U,South West,S West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.7725887222
14080540,8,34,F,U,Midlands,Midlands,Tin,0.01,7,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,2.0794415417,2.1972245773
14082438,7,26,F,M,Midlands,Wales & West,Silver,600,1,0,0,0,1,0,0,0,0,0,0,0,6.3985949345,0.6931471806,2.0794415417
14084120,6,54,B,F,Midlands,East,Gold,19025,6,0,0,1,0,0,1,0,0,0,0,0,9.8535617438,1.9459101491,1.9459101491
14085682,9,31,E,F,South East,London,Silver,2000,5,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,1.7917594692,2.302585093
14087243,15,69,B,F,South East,S & S East,Platinum,22332.01,3,1,1,0,0,0,0,0,0,0,0,0,10.013821132,1.3862943611,2.7725887222
14087960,9,50,C,U,South East,S & S East,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,1.7917594692,2.302585093
14088401,8,34,F,F,North,Yorkshire,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.1972245773
14089459,7,56,F,M,South East,London,Tin,0.01,9,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.302585093,2.0794415417
14091348,12,71,B,U,South West,S West,Gold,6000,1,1,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,2.5649493575
14091801,12,57,F,U,Midlands,Wales & West,Tin,0.01,9,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.302585093,2.5649493575
